balance,n_coins,estimated_total_balance,buy_or_sell_ratio,price
1000,0,1000,0,4469.93
622.7316465433569,0.09329957201075023,999.6227316465433,0.37726835345664306,4039.58
705.4605720652826,0.07274167366875676,998.4800367712419,-0.22034290081871682,4028.22
629.12482041507,0.09132231610159754,1003.9335230518907,0.10820697098171575,4104.24
651.5817301391914,0.08584886982750514,1004.1621800320568,-0.05993547369082388,4106.99
357.0011177092128,0.15758326004833684,1003.4769870619118,0.452100786139369,4102.44
385.123238611473,0.1507911260181589,1010.0830920387732,-0.043101875339389056,4144.54
304.12708694959923,0.16744996693445247,1117.4633918439524,0.21031229368006482,4857.19
198.9045927906999,0.18876073301570803,1129.9838968566512,0.3459819880375769,4932.59
183.68472267549325,0.19186458433874695,1123.5602501006526,0.07651844485673574,4898.64
161.5571112326159,0.1962812997233723,1143.9371650961054,0.12046517054098771,5004.96
156.9110497704601,0.19720183739950406,1151.2165180673776,0.02875801273437132,5042.07
207.1010951941161,0.18748468806119767,1176.4475533362847,-0.04927514604552476,5170.27
188.9167974656226,0.190952575734632,1189.1989511424042,0.08780396700195789,5238.38
193.99299960331672,0.18996591875965818,1172.3174812155564,-0.0051670262691035675,5150.0
190.65698827343638,0.19059379427230366,1202.3021651396261,0.01719655521952808,5307.86
477.7394807100891,0.13331879515943146,1146.6492039791656,-0.30050820558744284,5017.37
251.10813062881647,0.17817806179925538,1150.3728085296584,0.47438271114712693,5047.0
249.5000149637218,0.17849634282223323,1150.4513805418028,0.0064040764473363605,5047.45
321.3453120382843,0.16448088970159835,1165.3428117463018,-0.07851955339271603,5131.28
354.67574525791315,0.15784126204029914,1147.8201949473141,-0.04036716771987828,5024.95
338.1396184653973,0.16103424323482132,1171.285703374257,0.04662322420861097,5173.72
315.28606915552336,0.16542272775652647,1175.8829222633542,0.06758613324753769,5202.41
287.4368676818341,0.1707135273610129,1185.1237084980785,0.08832994603371418,5258.44
327.378778753239,0.1631104990412883,1185.124697851681,-0.044536765406096024,5258.68
245.88940874079663,0.17849105163757842,1190.6264808638518,0.24891463742023662,5292.91
188.69061570303467,0.18935982433073423,1184.23284973768,0.2326199950240958,5257.41
308.8740347290559,0.16690311744072014,1202.9974012954353,-0.11859277420320893,5357.14
568.4428252057986,0.11958334365170548,1225.0642026963847,-0.28351641667700717,5490.91
540.950799046278,0.12465527977975001,1215.9591390536243,0.04836374907110041,5415.0
478.1703371174881,0.13666907958453026,1191.6471670161409,0.11605577076413397,5220.47
504.95554523670984,0.1316244850145658,1204.539683089127,-0.036911015902791375,5315.0
555.3705264335463,0.12209495314176359,1201.9475488368523,-0.07239938581144428,5295.69
559.4441208967636,0.12132700247397084,1203.6674519030787,-0.006289782239410766,5309.81
653.8519217213241,0.10328580786525704,1194.8774433326416,-0.14869892308255378,5238.14
683.3199045411639,0.09774318989133401,1203.50329655145,-0.05366291931563072,5321.94
409.67909137894594,0.1485247273317144,1209.2174035510309,0.40045784023511277,5383.2
386.9687251535843,0.1526536518730791,1225.7715380022983,0.05543452595767196,5494.81
518.5721954891263,0.12982504670741526,1267.743206519871,-0.14954509692728638,5770.62
343.3362614902185,0.15985348631284269,1275.2549116014181,0.33792003413068117,5829.83
266.9680409658137,0.17306836135638548,1266.1228433812712,0.22242981324761837,5773.18
225.02439301106995,0.1803557156685827,1262.0553296481671,0.15711112012885026,5749.92
150.21346055838868,0.19313911887815116,1279.370416820479,0.3324569903361588,5846.34
122.14831596833704,0.19782237789828286,1306.443632836871,0.1868350844573118,5986.66
95.14163163576124,0.20216696644541177,1350.5883849134461,0.2210974757898128,6209.95
80.6314663789485,0.2044407376278693,1383.9738792746357,0.1525112088928981,6375.16
60.30013474334143,0.20731104732680142,1527.2828602791467,0.25215133183929345,7076.24
46.55769847278796,0.20928122829563758,1504.8795247315816,0.22790058975898,6968.24
45.07534311878054,0.20947119047935786,1678.0331450434721,0.03183910293318794,7795.62
41.41089023485003,0.20993194172362759,1709.3747495339194,0.08129617281612485,7945.26
417.2215463778148,0.1638818549346684,1755.9855298875157,-0.21935721839596695,8169.08
684.689057076409,0.12985637846348091,1706.4860466006473,-0.2076219877103036,7868.67
595.129577767813,0.14202041842243385,1639.7295209819722,0.1308031410506411,7355.28
489.10384698419085,0.1566152971177151,1625.711175062527,0.17815570716767093,7257.32
486.3832612685919,0.15694886181380802,1765.1931703957907,0.005562388708193654,8147.94
507.9165359981101,0.15423317641007706,1732.0899344731172,-0.017302995207143596,7937.16
762.4990344869323,0.12199356851371362,1726.7947569322114,-0.20903160167462517,7904.48
675.9771890338429,0.13332518753985959,1692.955054550384,0.11347141640816345,7627.8
383.3864379923239,0.17056085914165037,1722.2806542113221,0.43284116060145694,7849.95
268.95814959968595,0.18491374671105132,1741.7073835547885,0.2984672305881854,7964.52
174.97057023048143,0.19661679940827623,1752.4271518830815,0.34945057254853407,8023.0
573.144297347242,0.15033866317713226,1867.9420475068207,-0.23537223864094683,8612.54
401.80111945888166,0.16989552619606532,1888.8151104004673,0.29895294898930364,8752.52
472.99843594642584,0.16171958860922317,1882.6870663065051,-0.04812332478612089,8716.87
396.76069784482803,0.17052795041613883,1871.2306211179723,0.16117968328807095,8646.5
380.657780867458,0.1724738339859992,1806.5162138131118,0.04058596797727149,8267.1
263.1519030110007,0.18619544380231723,1856.0539247398247,0.30869164841102226,8555.0
212.98692161867777,0.1920601869195342,1854.1604248647895,0.19063126968998526,8545.1
202.1643869230432,0.19329920962878688,1888.8932901438375,0.05081314201540865,8726.0
