https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT,tradecount
1599264000000,2020-09-05 00:00:00,EOS/USDT,2.99480000,3.15060000,2.77330000,2.93870000,57832664.28000000,172565652.48165000,317475
1599177600000,2020-09-04 00:00:00,EOS/USDT,2.61380000,3.24210000,2.57880000,2.99480000,58003354.44000000,170619010.49759100,319449
1599091200000,2020-09-03 00:00:00,EOS/USDT,3.10200000,3.15840000,2.49090000,2.61330000,37791737.28000000,109324079.42561200,217078
1599004800000,2020-09-02 00:00:00,EOS/USDT,3.47050000,3.49820000,2.87730000,3.10160000,30237981.70000000,96352603.16803200,198391
1598918400000,2020-09-01 00:00:00,EOS/USDT,3.20810000,3.54970000,3.15170000,3.47240000,18258233.60000000,61255830.44780100,133342
1598832000000,2020-08-31 00:00:00,EOS/USDT,3.26150000,3.29480000,3.19150000,3.20810000,9813255.36000000,31801465.98626600,67352
1598745600000,2020-08-30 00:00:00,EOS/USDT,3.12630000,3.27330000,3.12540000,3.26140000,10985380.16000000,35158177.13574000,73679
1598659200000,2020-08-29 00:00:00,EOS/USDT,3.11590000,3.20490000,3.08340000,3.12600000,8739078.98000000,27488806.83343200,62847
1598572800000,2020-08-28 00:00:00,EOS/USDT,2.97900000,3.17320000,2.93790000,3.11590000,13616152.81000000,41772398.76686000,92369
1598486400000,2020-08-27 00:00:00,EOS/USDT,3.11790000,3.14800000,2.85550000,2.97900000,18780765.30000000,56505916.85787300,126931
1598400000000,2020-08-26 00:00:00,EOS/USDT,3.12030000,3.16730000,3.06040000,3.11790000,12435162.00000000,38792777.54829000,94881
1598313600000,2020-08-25 00:00:00,EOS/USDT,3.38540000,3.39350000,2.95950000,3.12060000,20089467.75000000,63790881.25605100,145261
1598227200000,2020-08-24 00:00:00,EOS/USDT,3.32200000,3.42190000,3.28440000,3.38540000,10293165.72000000,34693423.37920500,80488
1598140800000,2020-08-23 00:00:00,EOS/USDT,3.36120000,3.38650000,3.22780000,3.32120000,9517140.27000000,31512102.97075600,78618
1598054400000,2020-08-22 00:00:00,EOS/USDT,3.25240000,3.37910000,3.16520000,3.36200000,14905840.04000000,48641248.57633000,108423
1597968000000,2020-08-21 00:00:00,EOS/USDT,3.44260000,3.62700000,3.21850000,3.25280000,28916287.49000000,99462466.29758200,198910
1597881600000,2020-08-20 00:00:00,EOS/USDT,3.34810000,3.45900000,3.34780000,3.44290000,12564967.50000000,42805463.71387000,93739
1597795200000,2020-08-19 00:00:00,EOS/USDT,3.57610000,3.63020000,3.21160000,3.34870000,27858538.12000000,94639927.59915900,177426
1597708800000,2020-08-18 00:00:00,EOS/USDT,3.77610000,3.82000000,3.48120000,3.57440000,22424284.02000000,82156025.73389200,157599
1597622400000,2020-08-17 00:00:00,EOS/USDT,3.88000000,3.91770000,3.66290000,3.77620000,25998750.48000000,99395900.07943400,189614
1597536000000,2020-08-16 00:00:00,EOS/USDT,3.72330000,3.94900000,3.50000000,3.88000000,37618928.36000000,141860754.44359900,244052
1597449600000,2020-08-15 00:00:00,EOS/USDT,3.26140000,3.84790000,3.26130000,3.72280000,42375306.65000000,149885118.96964100,253677
1597363200000,2020-08-14 00:00:00,EOS/USDT,3.13650000,3.29320000,3.08210000,3.26060000,17730971.05000000,56428610.13519100,117629
1597276800000,2020-08-13 00:00:00,EOS/USDT,3.02540000,3.14480000,2.91770000,3.13650000,13740396.49000000,41754727.25231400,96446
1597190400000,2020-08-12 00:00:00,EOS/USDT,3.00580000,3.04970000,2.88770000,3.02530000,11784141.04000000,35299526.09062100,85401
1597104000000,2020-08-11 00:00:00,EOS/USDT,3.23660000,3.29550000,2.87180000,3.00480000,20554907.86000000,63782721.72037500,137888
1597017600000,2020-08-10 00:00:00,EOS/USDT,3.02770000,3.29180000,2.98000000,3.23650000,20700739.14000000,65028969.07061200,133965
1596931200000,2020-08-09 00:00:00,EOS/USDT,3.06520000,3.08400000,2.92930000,3.02720000,8252484.74000000,24956856.30680300,62250
1596844800000,2020-08-08 00:00:00,EOS/USDT,3.01030000,3.09060000,2.97270000,3.06490000,8406246.72000000,25473345.77414000,61715
1596758400000,2020-08-07 00:00:00,EOS/USDT,3.08900000,3.25000000,2.76120000,3.01040000,21168469.78000000,65086019.44806000,143787
1596672000000,2020-08-06 00:00:00,EOS/USDT,3.05570000,3.19800000,2.99850000,3.08900000,15127582.90000000,46530341.62208300,99464
1596585600000,2020-08-05 00:00:00,EOS/USDT,3.03710000,3.10000000,3.00000000,3.05450000,11354216.96000000,34603252.70900200,77448
1596499200000,2020-08-04 00:00:00,EOS/USDT,3.04520000,3.10320000,2.95000000,3.03630000,13305738.88000000,40385673.87994300,85326
1596412800000,2020-08-03 00:00:00,EOS/USDT,2.94470000,3.12300000,2.90100000,3.04490000,16215568.45000000,49069386.65005400,109743
1596326400000,2020-08-02 00:00:00,EOS/USDT,3.30480000,3.49210000,2.54350000,2.94410000,33567591.83000000,102008270.09710600,244383
1596240000000,2020-08-01 00:00:00,EOS/USDT,3.09330000,3.32360000,3.07010000,3.30380000,17448951.59000000,55879863.78376100,158232
1596153600000,2020-07-31 00:00:00,EOS/USDT,3.04700000,3.14250000,3.01010000,3.09320000,9313256.47000000,28562662.31771200,93714
1596067200000,2020-07-30 00:00:00,EOS/USDT,3.02310000,3.09970000,2.95530000,3.04700000,12145172.09000000,36614026.22886100,105724
1595980800000,2020-07-29 00:00:00,EOS/USDT,2.99430000,3.14700000,2.94900000,3.02330000,17078561.24000000,52380691.17308800,141179
1595894400000,2020-07-28 00:00:00,EOS/USDT,2.84650000,3.07990000,2.77190000,2.99410000,20491937.77000000,59895612.87454200,148565
1595808000000,2020-07-27 00:00:00,EOS/USDT,2.71170000,2.92520000,2.60750000,2.84720000,22237853.42000000,61861655.94454000,147187
1595721600000,2020-07-26 00:00:00,EOS/USDT,2.72880000,2.80160000,2.67760000,2.71210000,13592403.88000000,37183460.68144900,83412
1595635200000,2020-07-25 00:00:00,EOS/USDT,2.59500000,2.74500000,2.59200000,2.72890000,11334947.78000000,30307647.43287600,74248
1595548800000,2020-07-24 00:00:00,EOS/USDT,2.65310000,2.65310000,2.56500000,2.59490000,6517615.19000000,16978060.57757700,47419
1595462400000,2020-07-23 00:00:00,EOS/USDT,2.65750000,2.68920000,2.62420000,2.65260000,7589367.79000000,20160255.18528400,52424
1595376000000,2020-07-22 00:00:00,EOS/USDT,2.62340000,2.66620000,2.57870000,2.65740000,6033633.94000000,15775656.89964200,46949
1595289600000,2020-07-21 00:00:00,EOS/USDT,2.56200000,2.63250000,2.55490000,2.62320000,6314726.35000000,16457421.51780000,46486
1595203200000,2020-07-20 00:00:00,EOS/USDT,2.58480000,2.61170000,2.53230000,2.56180000,6607702.95000000,17040119.27541300,46394
1595116800000,2020-07-19 00:00:00,EOS/USDT,2.50230000,2.61120000,2.46700000,2.58450000,6845332.38000000,17377344.56479200,51506
1595030400000,2020-07-18 00:00:00,EOS/USDT,2.49530000,2.52370000,2.48000000,2.50260000,3104973.62000000,7771342.02665700,28953
1594944000000,2020-07-17 00:00:00,EOS/USDT,2.50070000,2.52440000,2.47300000,2.49490000,3728663.25000000,9315440.28500500,32978
1594857600000,2020-07-16 00:00:00,EOS/USDT,2.53720000,2.55950000,2.43010000,2.49990000,6221059.99000000,15479080.97652200,49519
1594771200000,2020-07-15 00:00:00,EOS/USDT,2.55890000,2.56750000,2.50560000,2.53650000,4751008.56000000,12051760.96455600,39521
1594684800000,2020-07-14 00:00:00,EOS/USDT,2.55290000,2.57610000,2.50230000,2.55920000,5667056.79000000,14414209.54102900,45378
1594598400000,2020-07-13 00:00:00,EOS/USDT,2.61730000,2.64640000,2.44070000,2.55300000,10436749.45000000,26994720.74044800,85302
1594512000000,2020-07-12 00:00:00,EOS/USDT,2.61950000,2.65890000,2.56020000,2.61710000,5957196.31000000,15565641.73283600,58233
1594425600000,2020-07-11 00:00:00,EOS/USDT,2.62190000,2.64100000,2.58770000,2.61940000,5558764.17000000,14541815.43355300,55556
1594339200000,2020-07-10 00:00:00,EOS/USDT,2.64900000,2.64980000,2.57170000,2.62210000,6882737.22000000,17979434.54640900,65105
1594252800000,2020-07-09 00:00:00,EOS/USDT,2.67970000,2.72690000,2.57840000,2.65040000,11451467.32000000,30425510.82229800,84851
1594166400000,2020-07-08 00:00:00,EOS/USDT,2.55920000,2.70420000,2.53980000,2.67990000,12305221.06000000,32548040.00908600,88215
1594080000000,2020-07-07 00:00:00,EOS/USDT,2.61020000,2.62740000,2.52170000,2.55890000,7191106.16000000,18397461.07665000,56115
1593993600000,2020-07-06 00:00:00,EOS/USDT,2.40730000,2.64080000,2.40020000,2.61060000,10564718.47000000,26693876.38152400,78597
1593907200000,2020-07-05 00:00:00,EOS/USDT,2.45950000,2.47100000,2.32090000,2.40720000,7043578.91000000,17034414.03439500,54097
1593820800000,2020-07-04 00:00:00,EOS/USDT,2.41520000,2.49750000,2.41040000,2.45990000,6960525.36000000,17120024.70970300,53081
1593734400000,2020-07-03 00:00:00,EOS/USDT,2.35800000,2.45350000,2.34950000,2.41560000,7833952.13000000,18866618.35597400,53868
1593648000000,2020-07-02 00:00:00,EOS/USDT,2.37800000,2.38700000,2.30300000,2.35760000,6918758.29000000,16276135.34376600,50185
1593561600000,2020-07-01 00:00:00,EOS/USDT,2.36800000,2.40260000,2.35500000,2.37730000,5457636.81000000,12980650.34497700,39691
1593475200000,2020-06-30 00:00:00,EOS/USDT,2.38000000,2.38900000,2.34200000,2.36800000,3473008.49000000,8216181.32870200,29069
1593388800000,2020-06-29 00:00:00,EOS/USDT,2.36650000,2.41790000,2.32500000,2.38000000,6438745.88000000,15207075.06678600,44546
1593302400000,2020-06-28 00:00:00,EOS/USDT,2.33180000,2.40190000,2.30330000,2.36680000,4730178.81000000,11169472.92603900,35387
1593216000000,2020-06-27 00:00:00,EOS/USDT,2.48100000,2.48480000,2.19450000,2.33180000,8648158.36000000,20487208.49679100,61071
1593129600000,2020-06-26 00:00:00,EOS/USDT,2.47980000,2.51560000,2.39020000,2.48100000,6754320.83000000,16577468.59610600,49656
1593043200000,2020-06-25 00:00:00,EOS/USDT,2.50160000,2.53390000,2.43250000,2.47990000,4596650.78000000,11423149.18489100,37777
1592956800000,2020-06-24 00:00:00,EOS/USDT,2.57130000,2.59760000,2.45640000,2.50200000,7256521.58000000,18319102.57734500,52796
1592870400000,2020-06-23 00:00:00,EOS/USDT,2.58530000,2.59670000,2.55600000,2.57140000,4782427.35000000,12309919.18203300,36934
1592784000000,2020-06-22 00:00:00,EOS/USDT,2.51370000,2.60500000,2.51030000,2.58620000,6506047.56000000,16663934.72571800,44924
1592697600000,2020-06-21 00:00:00,EOS/USDT,2.53620000,2.55290000,2.50660000,2.51400000,3712205.79000000,9400637.73491500,29248
1592611200000,2020-06-20 00:00:00,EOS/USDT,2.52530000,2.58000000,2.41500000,2.53620000,5184300.27000000,13021935.05956900,41049
1592524800000,2020-06-19 00:00:00,EOS/USDT,2.53600000,2.55390000,2.50150000,2.52540000,4672218.85000000,11801137.36356600,37834
1592438400000,2020-06-18 00:00:00,EOS/USDT,2.56850000,2.57560000,2.49560000,2.53640000,4359298.21000000,11098740.81101500,36348
1592352000000,2020-06-17 00:00:00,EOS/USDT,2.55400000,2.60670000,2.51730000,2.56780000,6091826.14000000,15617135.33435500,49060
1592265600000,2020-06-16 00:00:00,EOS/USDT,2.53170000,2.56470000,2.52140000,2.55390000,4326837.91000000,11009992.41362700,36308
1592179200000,2020-06-15 00:00:00,EOS/USDT,2.56800000,2.57030000,2.41000000,2.53200000,7697502.48000000,19208134.98945800,59946
1592092800000,2020-06-14 00:00:00,EOS/USDT,2.60550000,2.60710000,2.52370000,2.56810000,3725316.31000000,9560451.31183300,36051
1592006400000,2020-06-13 00:00:00,EOS/USDT,2.59700000,2.62000000,2.55210000,2.60420000,3760241.26000000,9723574.82426600,33656
1591920000000,2020-06-12 00:00:00,EOS/USDT,2.51460000,2.62390000,2.48760000,2.59700000,6357355.39000000,16342508.65583400,49771
1591833600000,2020-06-11 00:00:00,EOS/USDT,2.75620000,2.77370000,2.42510000,2.51460000,11340411.32000000,29877497.72120000,85908
1591747200000,2020-06-10 00:00:00,EOS/USDT,2.75050000,2.78990000,2.70550000,2.75680000,5910175.94000000,16254254.68620500,51709
1591660800000,2020-06-09 00:00:00,EOS/USDT,2.78800000,2.80060000,2.68500000,2.75050000,6652406.87000000,18274304.70161200,58690
1591574400000,2020-06-08 00:00:00,EOS/USDT,2.81010000,2.81740000,2.75210000,2.78780000,5806942.68000000,16159791.67161000,52158
1591488000000,2020-06-07 00:00:00,EOS/USDT,2.79860000,2.82880000,2.73130000,2.80980000,6966955.95000000,19404716.01223100,59285
1591401600000,2020-06-06 00:00:00,EOS/USDT,2.81370000,2.84610000,2.77030000,2.79820000,6954722.69000000,19569832.47911300,61002
1591315200000,2020-06-05 00:00:00,EOS/USDT,2.72010000,2.87030000,2.70680000,2.81430000,9928226.04000000,27637975.47824100,83616
1591228800000,2020-06-04 00:00:00,EOS/USDT,2.69580000,2.74830000,2.66250000,2.72030000,6329555.25000000,17196193.17558700,60642
1591142400000,2020-06-03 00:00:00,EOS/USDT,2.67480000,2.70980000,2.63280000,2.69580000,6620031.17000000,17687408.43651200,56588
1591056000000,2020-06-02 00:00:00,EOS/USDT,2.82140000,2.89390000,2.57500000,2.67560000,13945544.07000000,38270698.83670000,108156
1590969600000,2020-06-01 00:00:00,EOS/USDT,2.67220000,2.83000000,2.66240000,2.82140000,9842934.56000000,26880999.67163500,87959
1590883200000,2020-05-31 00:00:00,EOS/USDT,2.77170000,2.77420000,2.64760000,2.67310000,8793367.40000000,23937310.05323000,77238
1590796800000,2020-05-30 00:00:00,EOS/USDT,2.61470000,2.78060000,2.59690000,2.77150000,8054685.59000000,21651834.00189000,63585
1590710400000,2020-05-29 00:00:00,EOS/USDT,2.61130000,2.66920000,2.58890000,2.61440000,5998494.71000000,15777056.14506600,52045
1590624000000,2020-05-28 00:00:00,EOS/USDT,2.57140000,2.61940000,2.51830000,2.61200000,5577593.35000000,14304902.02046200,46572
1590537600000,2020-05-27 00:00:00,EOS/USDT,2.50330000,2.57700000,2.49950000,2.57150000,5427168.83000000,13779129.21838200,45162
1590451200000,2020-05-26 00:00:00,EOS/USDT,2.53040000,2.53640000,2.45680000,2.50340000,4352859.12000000,10909709.34081700,39994
1590364800000,2020-05-25 00:00:00,EOS/USDT,2.48870000,2.54790000,2.44750000,2.52960000,5026473.13000000,12635427.66217800,43191
1590278400000,2020-05-24 00:00:00,EOS/USDT,2.56260000,2.61180000,2.48550000,2.48790000,8109723.79000000,20757516.46011700,61111
1590192000000,2020-05-23 00:00:00,EOS/USDT,2.59460000,2.62220000,2.54360000,2.56310000,6936985.45000000,17877396.97703000,49266
1590105600000,2020-05-22 00:00:00,EOS/USDT,2.46220000,2.64660000,2.44080000,2.59480000,9743621.95000000,24678644.36558700,65231
1590019200000,2020-05-21 00:00:00,EOS/USDT,2.59750000,2.61660000,2.40590000,2.46210000,8360653.16000000,21013536.84372800,64322
1589932800000,2020-05-20 00:00:00,EOS/USDT,2.65300000,2.67720000,2.50550000,2.59700000,10300961.15000000,27015864.04048700,71761
1589846400000,2020-05-19 00:00:00,EOS/USDT,2.66520000,2.66830000,2.56060000,2.65430000,7462912.25000000,19615259.06216100,57591
1589760000000,2020-05-18 00:00:00,EOS/USDT,2.62000000,2.74860000,2.60730000,2.66530000,11147526.81000000,29802221.67563200,81093
1589673600000,2020-05-17 00:00:00,EOS/USDT,2.63620000,2.67200000,2.59310000,2.62050000,6915989.58000000,18258901.81904700,56273
1589587200000,2020-05-16 00:00:00,EOS/USDT,2.58530000,2.68370000,2.57000000,2.63610000,9973391.30000000,26278423.66768900,77154
1589500800000,2020-05-15 00:00:00,EOS/USDT,2.62280000,2.66390000,2.53420000,2.58550000,11749481.59000000,30557358.53178800,101289
1589414400000,2020-05-14 00:00:00,EOS/USDT,2.52450000,2.65150000,2.46820000,2.62280000,11035900.08000000,28201503.93620800,92979
1589328000000,2020-05-13 00:00:00,EOS/USDT,2.44090000,2.55770000,2.42260000,2.52450000,7231895.13000000,17986174.89858900,65800
1589241600000,2020-05-12 00:00:00,EOS/USDT,2.39690000,2.46870000,2.39380000,2.44100000,7380068.29000000,17978095.25667500,65557
1589155200000,2020-05-11 00:00:00,EOS/USDT,2.44350000,2.49410000,2.26700000,2.39780000,12927072.96000000,31016393.96463600,107581
1589068800000,2020-05-10 00:00:00,EOS/USDT,2.75160000,2.75540000,2.27790000,2.44340000,20142604.27000000,49227282.86995400,160501
1588982400000,2020-05-09 00:00:00,EOS/USDT,2.75210000,2.83730000,2.73060000,2.75160000,9218218.11000000,25667696.39336600,68887
1588896000000,2020-05-08 00:00:00,EOS/USDT,2.75730000,2.82450000,2.69880000,2.75180000,9488473.40000000,26179201.32551700,73114
1588809600000,2020-05-07 00:00:00,EOS/USDT,2.65220000,2.79560000,2.59110000,2.75720000,13462500.24000000,36540188.84871000,99545
1588723200000,2020-05-06 00:00:00,EOS/USDT,2.76980000,2.81910000,2.62030000,2.65220000,8130545.08000000,22462480.04072400,65399
1588636800000,2020-05-05 00:00:00,EOS/USDT,2.76920000,2.82690000,2.71290000,2.77060000,6468637.44000000,17909486.72190700,54507
1588550400000,2020-05-04 00:00:00,EOS/USDT,2.83840000,2.84560000,2.62680000,2.76870000,11585090.53000000,31593979.11157700,86524
1588464000000,2020-05-03 00:00:00,EOS/USDT,2.93970000,3.01000000,2.76660000,2.83870000,10310737.04000000,29812195.10984800,87530
1588377600000,2020-05-02 00:00:00,EOS/USDT,2.87330000,2.94850000,2.85180000,2.93960000,6565534.10000000,18994340.06555300,64469
1588291200000,2020-05-01 00:00:00,EOS/USDT,2.82080000,2.92960000,2.81950000,2.87310000,8743612.12000000,25132897.05918700,77558
1588204800000,2020-04-30 00:00:00,EOS/USDT,3.00580000,3.11870000,2.74770000,2.82200000,19748582.59000000,57915090.38466700,142356
1588118400000,2020-04-29 00:00:00,EOS/USDT,2.76090000,3.08900000,2.75510000,3.00590000,21932316.85000000,63811147.74431100,153999
1588032000000,2020-04-28 00:00:00,EOS/USDT,2.74300000,2.77470000,2.68740000,2.76140000,8622299.02000000,23509698.69411100,61851
1587945600000,2020-04-27 00:00:00,EOS/USDT,2.73750000,2.81720000,2.68010000,2.74300000,12013467.24000000,32917266.24667400,83520
1587859200000,2020-04-26 00:00:00,EOS/USDT,2.70120000,2.78270000,2.67280000,2.73750000,8182933.20000000,22271548.35464600,66457
1587772800000,2020-04-25 00:00:00,EOS/USDT,2.70680000,2.80880000,2.64000000,2.70240000,8874935.88000000,24117887.67380800,68440
1587686400000,2020-04-24 00:00:00,EOS/USDT,2.68090000,2.73790000,2.66000000,2.70680000,8040719.79000000,21748381.99607300,61261
1587600000000,2020-04-23 00:00:00,EOS/USDT,2.62350000,2.76200000,2.57650000,2.68110000,9406687.72000000,25071957.27553300,75690
1587513600000,2020-04-22 00:00:00,EOS/USDT,2.52110000,2.65210000,2.50560000,2.62240000,6242501.85000000,16097245.64306200,50925
1587427200000,2020-04-21 00:00:00,EOS/USDT,2.50650000,2.56920000,2.47780000,2.52110000,8396116.94000000,21192602.85955500,61965
1587340800000,2020-04-20 00:00:00,EOS/USDT,2.59720000,2.70610000,2.43630000,2.50770000,16422468.97000000,42305711.45005800,125333
1587254400000,2020-04-19 00:00:00,EOS/USDT,2.72660000,2.73470000,2.53660000,2.59800000,11326662.86000000,29951406.19562700,102768
1587168000000,2020-04-18 00:00:00,EOS/USDT,2.61250000,2.76390000,2.61120000,2.72650000,7749674.53000000,20849407.52532300,69708
1587081600000,2020-04-17 00:00:00,EOS/USDT,2.65560000,2.67230000,2.57840000,2.61290000,7847106.34000000,20590467.91735700,78736
1586995200000,2020-04-16 00:00:00,EOS/USDT,2.40150000,2.71750000,2.33180000,2.65690000,16562800.57000000,42826972.05020100,128978
1586908800000,2020-04-15 00:00:00,EOS/USDT,2.46520000,2.50070000,2.39000000,2.40150000,6864780.21000000,16806669.10371900,60827
1586822400000,2020-04-14 00:00:00,EOS/USDT,2.44250000,2.50250000,2.41450000,2.46550000,5434530.58000000,13368849.93463700,49103
1586736000000,2020-04-13 00:00:00,EOS/USDT,2.49720000,2.49810000,2.34120000,2.44240000,12268623.04000000,29509434.20065200,91790
1586649600000,2020-04-12 00:00:00,EOS/USDT,2.50800000,2.58970000,2.45460000,2.49800000,6693663.05000000,16951839.31422300,55851
1586563200000,2020-04-11 00:00:00,EOS/USDT,2.49190000,2.54780000,2.42130000,2.50830000,6404505.02000000,15992022.48394700,53491
1586476800000,2020-04-10 00:00:00,EOS/USDT,2.72440000,2.74630000,2.41160000,2.49160000,13460224.33000000,34158043.16611300,106523
1586390400000,2020-04-09 00:00:00,EOS/USDT,2.74860000,2.75970000,2.68000000,2.72390000,5851815.51000000,15930802.27759800,55841
1586304000000,2020-04-08 00:00:00,EOS/USDT,2.63330000,2.79340000,2.58470000,2.74860000,12807806.68000000,34656657.47816200,94159
1586217600000,2020-04-07 00:00:00,EOS/USDT,2.75810000,2.82530000,2.55130000,2.63320000,15227854.46000000,41313035.21708800,113061
1586131200000,2020-04-06 00:00:00,EOS/USDT,2.35050000,2.76980000,2.35000000,2.75860000,18776683.66000000,47933880.06472400,132514
1586044800000,2020-04-05 00:00:00,EOS/USDT,2.35670000,2.39320000,2.31540000,2.35050000,5086467.89000000,11948590.50357500,43387
1585958400000,2020-04-04 00:00:00,EOS/USDT,2.33320000,2.40340000,2.28360000,2.35590000,8091416.27000000,18873898.65851100,57167
1585872000000,2020-04-03 00:00:00,EOS/USDT,2.29000000,2.38420000,2.26720000,2.33250000,9487365.97000000,22069713.67024700,68950
1585785600000,2020-04-02 00:00:00,EOS/USDT,2.25500000,2.49680000,2.24750000,2.28950000,14720028.78000000,34239103.23921800,98426
1585699200000,2020-04-01 00:00:00,EOS/USDT,2.20900000,2.29960000,2.13240000,2.25490000,10421324.16000000,22960331.97782100,67292
1585612800000,2020-03-31 00:00:00,EOS/USDT,2.22690000,2.25490000,2.18420000,2.20860000,6840046.38000000,15163516.05789300,52839
1585526400000,2020-03-30 00:00:00,EOS/USDT,2.11450000,2.27760000,2.10830000,2.22690000,9213390.27000000,20302264.15852300,65927
1585440000000,2020-03-29 00:00:00,EOS/USDT,2.19950000,2.21530000,2.09950000,2.11330000,6945675.02000000,14967793.39381400,50579
1585353600000,2020-03-28 00:00:00,EOS/USDT,2.19270000,2.23830000,2.08830000,2.19960000,12971266.80000000,28067967.48181400,89269
1585267200000,2020-03-27 00:00:00,EOS/USDT,2.32360000,2.36830000,2.15600000,2.19280000,11898230.17000000,27343914.74223900,81548
1585180800000,2020-03-26 00:00:00,EOS/USDT,2.29620000,2.34300000,2.26080000,2.32360000,8826424.43000000,20290262.67625100,65452
1585094400000,2020-03-25 00:00:00,EOS/USDT,2.34420000,2.37000000,2.23000000,2.29650000,10901104.58000000,25075378.82866900,80372
1585008000000,2020-03-24 00:00:00,EOS/USDT,2.28590000,2.37580000,2.27010000,2.34390000,13129386.45000000,30476330.42299400,97363
1584921600000,2020-03-23 00:00:00,EOS/USDT,2.13430000,2.33800000,2.06300000,2.28560000,18154476.80000000,40255010.10501100,125406
1584835200000,2020-03-22 00:00:00,EOS/USDT,2.27360000,2.39070000,2.11010000,2.13440000,19793538.85000000,43816677.18010500,150925
1584748800000,2020-03-21 00:00:00,EOS/USDT,2.20330000,2.35670000,2.10650000,2.27350000,21086684.76000000,46726619.46319400,136625
1584662400000,2020-03-20 00:00:00,EOS/USDT,2.27530000,2.51980000,1.91200000,2.20290000,35332072.26000000,80327372.31048900,232496
1584576000000,2020-03-19 00:00:00,EOS/USDT,1.99860000,2.39750000,1.96870000,2.27670000,20836190.12000000,45253065.03917500,142621
1584489600000,2020-03-18 00:00:00,EOS/USDT,1.96710000,2.00760000,1.87090000,1.99890000,17198139.70000000,33437460.88331100,117289
1584403200000,2020-03-17 00:00:00,EOS/USDT,1.89560000,2.03070000,1.86740000,1.96840000,20259585.49000000,39849105.76595700,127843
1584316800000,2020-03-16 00:00:00,EOS/USDT,2.04330000,2.04900000,1.71740000,1.89370000,38934931.94000000,72264091.41211000,252195
1584230400000,2020-03-15 00:00:00,EOS/USDT,1.95760000,2.15010000,1.93840000,2.04470000,19776385.65000000,40105077.76207400,130476
1584144000000,2020-03-14 00:00:00,EOS/USDT,2.11000000,2.12720000,1.92920000,1.95800000,23799686.69000000,48346465.06107700,156009
1584057600000,2020-03-13 00:00:00,EOS/USDT,1.76590000,2.23280000,1.35860000,2.11000000,97392643.33000000,181326075.88524800,487223
1583971200000,2020-03-12 00:00:00,EOS/USDT,3.06630000,3.08160000,1.69980000,1.76560000,53123027.04000000,120911616.14028800,337429
1583884800000,2020-03-11 00:00:00,EOS/USDT,3.07210000,3.11680000,2.84470000,3.06610000,11158701.97000000,33476943.94600000,112133
1583798400000,2020-03-10 00:00:00,EOS/USDT,3.06000000,3.15150000,2.99350000,3.07290000,11642622.34000000,35803035.25874500,114826
1583712000000,2020-03-09 00:00:00,EOS/USDT,3.04430000,3.16470000,2.84820000,3.06120000,21487400.08000000,65063729.87444900,153710
1583625600000,2020-03-08 00:00:00,EOS/USDT,3.64110000,3.64110000,2.98720000,3.04350000,17852278.09000000,58621434.61362300,152635
1583539200000,2020-03-07 00:00:00,EOS/USDT,3.83430000,3.84360000,3.61540000,3.64090000,4905628.24000000,18305075.81808000,49650
1583452800000,2020-03-06 00:00:00,EOS/USDT,3.76250000,3.86000000,3.71000000,3.83450000,5886072.58000000,22249205.61772700,60538
1583366400000,2020-03-05 00:00:00,EOS/USDT,3.59140000,3.83900000,3.59060000,3.76260000,7663167.45000000,28463231.95793500,76685
1583280000000,2020-03-04 00:00:00,EOS/USDT,3.62370000,3.67070000,3.51870000,3.59080000,5970676.88000000,21509154.89716800,60492
1583193600000,2020-03-03 00:00:00,EOS/USDT,3.71340000,3.71420000,3.55300000,3.62330000,8166660.46000000,29725345.98879300,84623
1583107200000,2020-03-02 00:00:00,EOS/USDT,3.50700000,3.75960000,3.48750000,3.71330000,9913563.68000000,36105925.31200600,95182
1583020800000,2020-03-01 00:00:00,EOS/USDT,3.51050000,3.65280000,3.41770000,3.50750000,9440171.53000000,33434378.28623100,93992
1582934400000,2020-02-29 00:00:00,EOS/USDT,3.51320000,3.65740000,3.49610000,3.51050000,8261752.51000000,29501665.97284800,87510
1582848000000,2020-02-28 00:00:00,EOS/USDT,3.61700000,3.68280000,3.35000000,3.51360000,14911636.49000000,52245587.73444400,143137
1582761600000,2020-02-27 00:00:00,EOS/USDT,3.53650000,3.73340000,3.38670000,3.61830000,17337189.86000000,62098932.58407300,174543
1582675200000,2020-02-26 00:00:00,EOS/USDT,4.07750000,4.11040000,3.28010000,3.53440000,29870705.38000000,110999495.92841000,277935
1582588800000,2020-02-25 00:00:00,EOS/USDT,4.12210000,4.23660000,3.89960000,4.07780000,18727166.32000000,76580086.91202700,182664
1582502400000,2020-02-24 00:00:00,EOS/USDT,4.37750000,4.40100000,3.90700000,4.12210000,15582623.29000000,64499160.70031100,151323
1582416000000,2020-02-23 00:00:00,EOS/USDT,4.10020000,4.40430000,4.08450000,4.37780000,9517629.77000000,40760602.03012400,94899
1582329600000,2020-02-22 00:00:00,EOS/USDT,4.05170000,4.15890000,3.97180000,4.10040000,7856751.88000000,31965776.19494100,78719
1582243200000,2020-02-21 00:00:00,EOS/USDT,3.99530000,4.19440000,3.94830000,4.05090000,12343738.22000000,50420972.80746100,118266
1582156800000,2020-02-20 00:00:00,EOS/USDT,3.97530000,4.06240000,3.79550000,3.99630000,18312077.01000000,72795892.05280800,192408
