https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT,tradecount
1598918400000,2020-09-01 00:00:00,LTC/USDT,60.94000000,64.31000000,59.69000000,62.69000000,972744.47944000,60949621.54833800,101049
1598832000000,2020-08-31 00:00:00,LTC/USDT,62.89000000,63.70000000,60.51000000,60.92000000,680146.78621000,42096579.01839410,78559
1598745600000,2020-08-30 00:00:00,LTC/USDT,56.95000000,62.95000000,56.93000000,62.89000000,839317.10194000,50554543.15943920,90157
1598659200000,2020-08-29 00:00:00,LTC/USDT,57.36000000,58.18000000,56.93000000,56.97000000,408492.18575000,23507419.65078490,43516
1598572800000,2020-08-28 00:00:00,LTC/USDT,56.12000000,58.28000000,55.33000000,57.38000000,644522.18905000,36748399.40453950,63623
1598486400000,2020-08-27 00:00:00,LTC/USDT,58.11000000,59.24000000,53.91000000,56.10000000,975870.10827000,55177834.16311390,90053
1598400000000,2020-08-26 00:00:00,LTC/USDT,58.33000000,59.10000000,57.02000000,58.10000000,663386.26018000,38515676.31609570,68908
1598313600000,2020-08-25 00:00:00,LTC/USDT,62.03000000,62.29000000,56.60000000,58.34000000,1171220.25124000,69265853.44479330,114548
1598227200000,2020-08-24 00:00:00,LTC/USDT,60.56000000,63.01000000,59.97000000,62.02000000,687323.05849000,42512670.17286160,77430
1598140800000,2020-08-23 00:00:00,LTC/USDT,60.21000000,61.63000000,58.01000000,60.55000000,629697.67740000,37577206.23348370,71965
1598054400000,2020-08-22 00:00:00,LTC/USDT,59.18000000,60.54000000,57.76000000,60.21000000,735637.16639000,43559095.84597400,79156
1597968000000,2020-08-21 00:00:00,LTC/USDT,62.80000000,63.90000000,58.77000000,59.20000000,1054292.68684000,64713283.32896370,119137
1597881600000,2020-08-20 00:00:00,LTC/USDT,62.08000000,63.68000000,61.00000000,62.80000000,867577.35764000,54226397.30215620,93332
1597795200000,2020-08-19 00:00:00,LTC/USDT,65.42000000,67.15000000,58.73000000,62.12000000,1699324.38729000,105697900.02547400,164176
1597708800000,2020-08-18 00:00:00,LTC/USDT,67.22000000,68.37000000,63.37000000,65.40000000,1562910.41383000,103317811.94231660,164948
1597622400000,2020-08-17 00:00:00,LTC/USDT,63.89000000,68.88000000,61.34000000,67.22000000,1790813.80276000,116245941.78525150,185466
1597536000000,2020-08-16 00:00:00,LTC/USDT,59.85000000,64.60000000,57.80000000,63.87000000,1576897.59255000,97000374.93973750,152835
1597449600000,2020-08-15 00:00:00,LTC/USDT,56.78000000,60.87000000,56.45000000,59.85000000,1137795.12262000,66736568.52031200,106793
1597363200000,2020-08-14 00:00:00,LTC/USDT,57.14000000,57.85000000,55.82000000,56.78000000,728312.30047000,41365693.26995390,73765
1597276800000,2020-08-13 00:00:00,LTC/USDT,54.54000000,57.30000000,51.86000000,57.14000000,837109.90719000,45688905.99679910,92912
1597190400000,2020-08-12 00:00:00,LTC/USDT,54.11000000,55.05000000,51.55000000,54.52000000,645092.49922000,34861226.19933420,72351
1597104000000,2020-08-11 00:00:00,LTC/USDT,58.27000000,59.67000000,52.37000000,54.10000000,887598.71928000,49937919.23003560,100659
1597017600000,2020-08-10 00:00:00,LTC/USDT,56.96000000,59.40000000,56.38000000,58.27000000,651148.79465000,37767773.98699430,73594
1596931200000,2020-08-09 00:00:00,LTC/USDT,58.46000000,58.67000000,56.00000000,56.96000000,368846.69372000,21154392.51549480,49402
1596844800000,2020-08-08 00:00:00,LTC/USDT,57.19000000,58.55000000,56.46000000,58.46000000,428217.70330000,24648595.74878790,53174
1596758400000,2020-08-07 00:00:00,LTC/USDT,59.03000000,61.08000000,54.51000000,57.17000000,897911.44061000,52389315.89020900,103522
1596672000000,2020-08-06 00:00:00,LTC/USDT,58.88000000,60.68000000,57.69000000,59.03000000,822577.34534000,48695999.68886760,87529
1596585600000,2020-08-05 00:00:00,LTC/USDT,57.62000000,59.77000000,56.73000000,58.88000000,716365.47473000,41978222.97824190,80403
1596499200000,2020-08-04 00:00:00,LTC/USDT,58.51000000,59.62000000,56.26000000,57.61000000,625555.61417000,36194009.14305420,67911
1596412800000,2020-08-03 00:00:00,LTC/USDT,56.77000000,60.03000000,55.71000000,58.48000000,825040.86283000,48042233.88053290,90556
1596326400000,2020-08-02 00:00:00,LTC/USDT,61.65000000,65.17000000,51.79000000,56.77000000,1811190.59194000,106128081.26600310,220173
1596240000000,2020-08-01 00:00:00,LTC/USDT,58.13000000,62.23000000,57.55000000,61.65000000,1209772.30685000,72750836.99199300,131191
1596153600000,2020-07-31 00:00:00,LTC/USDT,56.73000000,59.26000000,55.78000000,58.13000000,656214.79104000,37799292.05627860,82077
1596067200000,2020-07-30 00:00:00,LTC/USDT,55.17000000,58.61000000,53.91000000,56.75000000,1024240.96809000,57655048.24071610,110317
1595980800000,2020-07-29 00:00:00,LTC/USDT,55.76000000,56.97000000,54.65000000,55.16000000,827762.01759000,46195373.44725720,93016
1595894400000,2020-07-28 00:00:00,LTC/USDT,53.29000000,57.92000000,51.65000000,55.75000000,1524796.93339000,83657329.52223270,163363
1595808000000,2020-07-27 00:00:00,LTC/USDT,48.07000000,55.83000000,46.85000000,53.28000000,1501022.71390000,76319950.40804790,175662
1595721600000,2020-07-26 00:00:00,LTC/USDT,49.16000000,50.79000000,47.49000000,48.10000000,895757.19561000,43736445.02248500,98088
1595635200000,2020-07-25 00:00:00,LTC/USDT,44.12000000,49.52000000,44.03000000,49.16000000,908436.85403000,43121417.14661330,108707
1595548800000,2020-07-24 00:00:00,LTC/USDT,44.93000000,44.96000000,43.93000000,44.11000000,246802.56871000,10968239.44478950,38143
1595462400000,2020-07-23 00:00:00,LTC/USDT,44.96000000,45.63000000,44.52000000,44.94000000,432494.11351000,19488260.35896140,48442
1595376000000,2020-07-22 00:00:00,LTC/USDT,43.77000000,45.12000000,43.20000000,44.96000000,335459.88539000,14753443.15586580,44272
1595289600000,2020-07-21 00:00:00,LTC/USDT,41.94000000,44.11000000,41.87000000,43.77000000,314440.37624000,13653758.51286440,43360
1595203200000,2020-07-20 00:00:00,LTC/USDT,42.65000000,42.79000000,41.37000000,41.94000000,180313.88112000,7608229.18716330,26277
1595116800000,2020-07-19 00:00:00,LTC/USDT,42.45000000,42.89000000,41.83000000,42.64000000,195427.40326000,8265623.24857720,25550
1595030400000,2020-07-18 00:00:00,LTC/USDT,41.88000000,42.90000000,41.73000000,42.45000000,171429.48278000,7261317.07974400,24619
1594944000000,2020-07-17 00:00:00,LTC/USDT,42.09000000,42.49000000,41.72000000,41.90000000,201904.60020000,8482168.90872710,27190
1594857600000,2020-07-16 00:00:00,LTC/USDT,43.34000000,43.49000000,40.85000000,42.09000000,389747.37081000,16388849.49413220,48225
1594771200000,2020-07-15 00:00:00,LTC/USDT,43.88000000,44.06000000,42.81000000,43.33000000,216931.75920000,9414665.12190190,31043
1594684800000,2020-07-14 00:00:00,LTC/USDT,43.91000000,44.09000000,42.86000000,43.88000000,246958.98880000,10753439.35248580,33873
1594598400000,2020-07-13 00:00:00,LTC/USDT,44.72000000,45.59000000,42.31000000,43.92000000,445103.84230000,19783707.23924920,52216
1594512000000,2020-07-12 00:00:00,LTC/USDT,44.68000000,45.30000000,43.70000000,44.70000000,245471.12147000,10954049.95872850,34963
1594425600000,2020-07-11 00:00:00,LTC/USDT,44.32000000,44.77000000,43.85000000,44.69000000,186318.68972000,8259738.99826720,27163
1594339200000,2020-07-10 00:00:00,LTC/USDT,44.34000000,44.64000000,43.44000000,44.30000000,256685.44543000,11325710.67233850,34160
1594252800000,2020-07-09 00:00:00,LTC/USDT,45.35000000,45.87000000,43.57000000,44.33000000,413268.76529000,18508763.94747140,50271
1594166400000,2020-07-08 00:00:00,LTC/USDT,43.39000000,45.62000000,43.10000000,45.35000000,537390.40825000,24100589.48945040,59397
1594080000000,2020-07-07 00:00:00,LTC/USDT,44.07000000,44.49000000,43.06000000,43.39000000,307753.44376000,13417182.82094590,37184
1593993600000,2020-07-06 00:00:00,LTC/USDT,41.58000000,44.31000000,41.50000000,44.06000000,368489.71516000,15857759.20918780,47338
1593907200000,2020-07-05 00:00:00,LTC/USDT,42.11000000,42.20000000,40.75000000,41.58000000,235045.82858000,9752587.24294270,31821
1593820800000,2020-07-04 00:00:00,LTC/USDT,41.13000000,42.23000000,41.06000000,42.11000000,239298.32793000,9986664.02902100,33010
1593734400000,2020-07-03 00:00:00,LTC/USDT,41.03000000,41.70000000,40.89000000,41.14000000,190294.77564000,7860587.60401640,27007
1593648000000,2020-07-02 00:00:00,LTC/USDT,41.76000000,41.90000000,40.28000000,41.05000000,274520.05417000,11294890.19572120,34825
1593561600000,2020-07-01 00:00:00,LTC/USDT,41.16000000,42.01000000,40.96000000,41.77000000,189759.33668000,7889028.98142390,27100
1593475200000,2020-06-30 00:00:00,LTC/USDT,41.87000000,42.07000000,40.73000000,41.17000000,170712.36761000,7047775.85010800,26189
1593388800000,2020-06-29 00:00:00,LTC/USDT,41.37000000,42.29000000,40.59000000,41.87000000,323346.17200000,13400088.96156020,38361
1593302400000,2020-06-28 00:00:00,LTC/USDT,41.04000000,42.05000000,40.48000000,41.37000000,169011.98685000,6984592.71455140,28350
1593216000000,2020-06-27 00:00:00,LTC/USDT,43.10000000,43.12000000,39.11000000,41.06000000,301504.63430000,12500262.76828740,45758
1593129600000,2020-06-26 00:00:00,LTC/USDT,42.34000000,43.60000000,41.37000000,43.09000000,348389.34208000,14853210.40445050,47569
1593043200000,2020-06-25 00:00:00,LTC/USDT,42.65000000,43.00000000,41.68000000,42.35000000,241972.00632000,10274173.07595250,33515
1592956800000,2020-06-24 00:00:00,LTC/USDT,44.18000000,44.69000000,42.10000000,42.65000000,357937.97223000,15461096.43979730,49816
1592870400000,2020-06-23 00:00:00,LTC/USDT,44.30000000,44.49000000,43.89000000,44.18000000,219437.96099000,9687570.39903320,30539
1592784000000,2020-06-22 00:00:00,LTC/USDT,43.00000000,44.67000000,42.94000000,44.30000000,281907.39739000,12383199.90917880,34486
1592697600000,2020-06-21 00:00:00,LTC/USDT,43.57000000,43.83000000,42.88000000,43.00000000,159632.67850000,6913195.77116940,24986
1592611200000,2020-06-20 00:00:00,LTC/USDT,42.89000000,43.85000000,42.21000000,43.57000000,202428.94630000,8709765.12076910,32764
1592524800000,2020-06-19 00:00:00,LTC/USDT,43.43000000,43.73000000,42.57000000,42.89000000,304810.97536000,13177549.12879690,39094
1592438400000,2020-06-18 00:00:00,LTC/USDT,44.07000000,44.23000000,42.88000000,43.43000000,193534.98938000,8454598.74234940,32774
1592352000000,2020-06-17 00:00:00,LTC/USDT,43.90000000,45.04000000,43.00000000,44.07000000,324893.86142000,14346683.24048970,45652
1592265600000,2020-06-16 00:00:00,LTC/USDT,43.73000000,44.22000000,43.33000000,43.88000000,215557.59073000,9436824.36940300,33537
1592179200000,2020-06-15 00:00:00,LTC/USDT,44.04000000,44.09000000,41.75000000,43.73000000,355287.54016000,15285580.75242590,46769
1592092800000,2020-06-14 00:00:00,LTC/USDT,45.09000000,45.11000000,43.53000000,44.05000000,170082.74029000,7542598.77662380,31779
1592006400000,2020-06-13 00:00:00,LTC/USDT,44.72000000,45.22000000,44.27000000,45.08000000,151582.80518000,6775955.93118520,29696
1591920000000,2020-06-12 00:00:00,LTC/USDT,43.22000000,45.36000000,42.81000000,44.72000000,236934.18593000,10491354.19738890,40477
1591833600000,2020-06-11 00:00:00,LTC/USDT,46.63000000,46.96000000,42.00000000,43.22000000,538636.15983000,24131180.60416910,70189
1591747200000,2020-06-10 00:00:00,LTC/USDT,45.89000000,47.19000000,45.65000000,46.63000000,319582.73016000,14778921.70622240,48823
1591660800000,2020-06-09 00:00:00,LTC/USDT,46.45000000,46.84000000,45.31000000,45.87000000,219681.63540000,10109968.69807580,38178
1591574400000,2020-06-08 00:00:00,LTC/USDT,46.60000000,46.79000000,45.95000000,46.43000000,220499.06993000,10227376.44310330,38235
1591488000000,2020-06-07 00:00:00,LTC/USDT,46.79000000,46.98000000,45.06000000,46.63000000,306262.54148000,14151417.89659620,46193
1591401600000,2020-06-06 00:00:00,LTC/USDT,46.80000000,47.24000000,46.07000000,46.79000000,226441.44764000,10574728.46211760,42622
1591315200000,2020-06-05 00:00:00,LTC/USDT,47.43000000,47.98000000,46.42000000,46.83000000,400925.03604000,18974096.19022470,58184
1591228800000,2020-06-04 00:00:00,LTC/USDT,47.15000000,48.10000000,46.15000000,47.43000000,471692.41566000,22364295.28136540,70634
1591142400000,2020-06-03 00:00:00,LTC/USDT,46.01000000,47.50000000,45.25000000,47.16000000,428190.82164000,19934098.49867120,64465
1591056000000,2020-06-02 00:00:00,LTC/USDT,48.26000000,49.96000000,44.00000000,45.99000000,920374.03122000,43606491.94942180,114367
1590969600000,2020-06-01 00:00:00,LTC/USDT,45.60000000,48.81000000,45.36000000,48.25000000,599583.67722000,28169093.71173120,85242
1590883200000,2020-05-31 00:00:00,LTC/USDT,47.72000000,47.84000000,45.07000000,45.61000000,494076.18673000,23046362.23318200,68650
1590796800000,2020-05-30 00:00:00,LTC/USDT,44.49000000,48.08000000,44.18000000,47.72000000,590070.55350000,27463513.67988850,79436
1590710400000,2020-05-29 00:00:00,LTC/USDT,44.77000000,45.29000000,44.17000000,44.47000000,298721.59314000,13357497.68287280,45012
1590624000000,2020-05-28 00:00:00,LTC/USDT,43.86000000,44.88000000,43.15000000,44.77000000,291358.47336000,12814294.25870990,44203
1590537600000,2020-05-27 00:00:00,LTC/USDT,42.26000000,44.05000000,42.22000000,43.85000000,282807.46234000,12241409.40459810,42540
1590451200000,2020-05-26 00:00:00,LTC/USDT,42.99000000,43.07000000,41.76000000,42.27000000,218690.04463000,9289007.75262530,38218
1590364800000,2020-05-25 00:00:00,LTC/USDT,42.08000000,43.32000000,41.72000000,42.97000000,250914.52741000,10724204.71769950,40826
1590278400000,2020-05-24 00:00:00,LTC/USDT,43.84000000,44.55000000,42.04000000,42.08000000,360333.24872000,15692713.51769370,49205
1590192000000,2020-05-23 00:00:00,LTC/USDT,44.22000000,44.74000000,43.67000000,43.85000000,237539.13840000,10485675.13475250,38049
1590105600000,2020-05-22 00:00:00,LTC/USDT,42.72000000,44.68000000,42.35000000,44.23000000,398405.53856000,17376646.57299390,54144
1590019200000,2020-05-21 00:00:00,LTC/USDT,44.24000000,44.62000000,41.66000000,42.73000000,504821.89137000,21790870.55849740,65461
1589932800000,2020-05-20 00:00:00,LTC/USDT,45.73000000,46.14000000,43.17000000,44.25000000,546255.00600000,24521814.47657920,65389
1589846400000,2020-05-19 00:00:00,LTC/USDT,45.33000000,45.80000000,44.07000000,45.73000000,375917.65225000,16910574.08702800,52707
1589760000000,2020-05-18 00:00:00,LTC/USDT,43.70000000,46.59000000,43.64000000,45.32000000,694361.60251000,31432563.38476620,81539
1589673600000,2020-05-17 00:00:00,LTC/USDT,43.25000000,44.49000000,43.10000000,43.71000000,344498.72506000,15154204.14561120,48482
1589587200000,2020-05-16 00:00:00,LTC/USDT,42.73000000,43.89000000,42.50000000,43.25000000,435940.40697000,18877872.46500660,56811
1589500800000,2020-05-15 00:00:00,LTC/USDT,43.99000000,44.14000000,41.82000000,42.74000000,468836.21013000,20206122.35008290,68163
1589414400000,2020-05-14 00:00:00,LTC/USDT,43.18000000,44.38000000,42.21000000,43.98000000,507436.34974000,22075904.00892570,68377
1589328000000,2020-05-13 00:00:00,LTC/USDT,42.18000000,43.74000000,41.94000000,43.18000000,404524.24723000,17315990.29925300,54203
1589241600000,2020-05-12 00:00:00,LTC/USDT,41.49000000,42.88000000,41.26000000,42.18000000,598291.63995000,25210189.41779280,70121
1589155200000,2020-05-11 00:00:00,LTC/USDT,42.05000000,42.90000000,39.37000000,41.51000000,955643.70805000,39459230.38420540,110451
1589068800000,2020-05-10 00:00:00,LTC/USDT,46.97000000,47.04000000,39.40000000,42.06000000,1404081.17548000,58997967.78654620,165366
1588982400000,2020-05-09 00:00:00,LTC/USDT,47.70000000,49.10000000,46.75000000,46.95000000,656199.99850000,31531059.60198390,78873
1588896000000,2020-05-08 00:00:00,LTC/USDT,47.37000000,48.43000000,46.34000000,47.69000000,631882.81036000,30005956.28690640,78500
1588809600000,2020-05-07 00:00:00,LTC/USDT,44.92000000,48.22000000,44.37000000,47.37000000,796061.59933000,37063053.89012350,94194
1588723200000,2020-05-06 00:00:00,LTC/USDT,46.56000000,47.55000000,44.55000000,44.94000000,466241.72785000,21723146.90549000,66423
1588636800000,2020-05-05 00:00:00,LTC/USDT,46.97000000,47.76000000,45.71000000,46.54000000,415057.43762000,19397806.10470450,60309
1588550400000,2020-05-04 00:00:00,LTC/USDT,48.07000000,48.20000000,45.11000000,46.96000000,693367.01092000,32216489.94411490,78696
1588464000000,2020-05-03 00:00:00,LTC/USDT,49.20000000,50.02000000,46.61000000,48.05000000,566317.38081000,27433863.01719660,81409
1588377600000,2020-05-02 00:00:00,LTC/USDT,47.08000000,49.60000000,46.73000000,49.20000000,408979.14996000,19681383.60385070,63094
1588291200000,2020-05-01 00:00:00,LTC/USDT,46.33000000,48.27000000,46.30000000,47.07000000,499757.96625000,23637798.36843330,71176
1588204800000,2020-04-30 00:00:00,LTC/USDT,48.81000000,50.80000000,45.59000000,46.33000000,1404189.53320000,67399084.98858840,159556
1588118400000,2020-04-29 00:00:00,LTC/USDT,45.69000000,49.91000000,45.64000000,48.81000000,1198086.90059000,56983117.16653340,136085
1588032000000,2020-04-28 00:00:00,LTC/USDT,44.47000000,46.13000000,43.42000000,45.69000000,590012.52304000,26316522.27592960,61434
1587945600000,2020-04-27 00:00:00,LTC/USDT,44.54000000,45.23000000,43.16000000,44.46000000,443570.66029000,19611892.41860170,59917
1587859200000,2020-04-26 00:00:00,LTC/USDT,44.38000000,45.39000000,43.75000000,44.52000000,485605.15593000,21633052.17273740,63842
1587772800000,2020-04-25 00:00:00,LTC/USDT,44.52000000,45.58000000,43.84000000,44.38000000,555367.18724000,24833710.35394970,73594
1587686400000,2020-04-24 00:00:00,LTC/USDT,42.98000000,44.99000000,42.83000000,44.53000000,623877.17694000,27511434.96762740,80860
1587600000000,2020-04-23 00:00:00,LTC/USDT,41.81000000,43.91000000,40.94000000,42.98000000,639336.05312000,27228427.40971550,79767
1587513600000,2020-04-22 00:00:00,LTC/USDT,40.59000000,42.32000000,40.27000000,41.80000000,463111.32681000,19156266.67035520,50721
1587427200000,2020-04-21 00:00:00,LTC/USDT,40.21000000,41.34000000,40.01000000,40.59000000,346732.08492000,14070441.01972070,49957
1587340800000,2020-04-20 00:00:00,LTC/USDT,42.23000000,43.24000000,39.55000000,40.21000000,543840.05683000,22495305.85609830,75587
1587254400000,2020-04-19 00:00:00,LTC/USDT,44.16000000,44.30000000,41.54000000,42.23000000,456205.81252000,19598464.25165340,58029
1587168000000,2020-04-18 00:00:00,LTC/USDT,42.20000000,44.43000000,41.98000000,44.14000000,497104.94271000,21438290.76119330,62859
1587081600000,2020-04-17 00:00:00,LTC/USDT,42.52000000,43.01000000,41.61000000,42.19000000,407623.04587000,17197450.73896670,54144
1586995200000,2020-04-16 00:00:00,LTC/USDT,39.24000000,43.78000000,37.91000000,42.53000000,913086.97771000,37743900.83684660,111554
1586908800000,2020-04-15 00:00:00,LTC/USDT,41.19000000,41.75000000,39.08000000,39.22000000,460328.16310000,18685153.46120500,58489
1586822400000,2020-04-14 00:00:00,LTC/USDT,41.20000000,41.85000000,40.47000000,41.22000000,420837.68832000,17361900.52885360,56730
1586736000000,2020-04-13 00:00:00,LTC/USDT,41.99000000,41.99000000,39.52000000,41.22000000,744114.51306000,30090872.08614140,87006
1586649600000,2020-04-12 00:00:00,LTC/USDT,42.54000000,43.58000000,41.83000000,42.00000000,499257.03257000,21342178.13317510,58658
1586563200000,2020-04-11 00:00:00,LTC/USDT,42.28000000,43.16000000,41.43000000,42.54000000,382360.32132000,16212942.58092900,50015
1586476800000,2020-04-10 00:00:00,LTC/USDT,46.19000000,46.39000000,40.86000000,42.25000000,785172.33131000,33771322.35967930,95650
1586390400000,2020-04-09 00:00:00,LTC/USDT,46.52000000,46.86000000,44.69000000,46.21000000,401085.47958000,18464427.83961110,58252
1586304000000,2020-04-08 00:00:00,LTC/USDT,44.79000000,47.20000000,44.27000000,46.55000000,500059.46495000,23044062.55347440,74268
1586217600000,2020-04-07 00:00:00,LTC/USDT,45.03000000,47.64000000,43.64000000,44.77000000,808081.85352000,37013956.76381610,103739
1586131200000,2020-04-06 00:00:00,LTC/USDT,40.31000000,45.09000000,40.28000000,45.04000000,721562.28580000,30935223.80398450,84826
1586044800000,2020-04-05 00:00:00,LTC/USDT,40.74000000,41.00000000,39.86000000,40.31000000,231112.95730000,9362413.05450550,37753
1585958400000,2020-04-04 00:00:00,LTC/USDT,40.49000000,41.16000000,39.86000000,40.71000000,362602.27624000,14665302.09904760,50599
1585872000000,2020-04-03 00:00:00,LTC/USDT,39.88000000,41.26000000,39.64000000,40.46000000,463368.11630000,18748635.16663910,66985
1585785600000,2020-04-02 00:00:00,LTC/USDT,39.23000000,42.92000000,39.00000000,39.86000000,701573.76921000,28237488.26680460,93739
1585699200000,2020-04-01 00:00:00,LTC/USDT,39.07000000,39.50000000,37.14000000,39.23000000,489850.01556000,18778547.21754320,63203
1585612800000,2020-03-31 00:00:00,LTC/USDT,38.93000000,39.32000000,38.33000000,39.08000000,378426.95789000,14723154.09586530,50858
1585526400000,2020-03-30 00:00:00,LTC/USDT,37.11000000,39.70000000,37.10000000,38.91000000,432738.21921000,16715085.16759540,64243
1585440000000,2020-03-29 00:00:00,LTC/USDT,38.85000000,39.11000000,36.97000000,37.11000000,402076.31264000,15295566.90729430,56705
1585353600000,2020-03-28 00:00:00,LTC/USDT,38.04000000,39.43000000,36.61000000,38.87000000,624312.49566000,23604387.59854990,95631
1585267200000,2020-03-27 00:00:00,LTC/USDT,40.41000000,41.21000000,37.73000000,38.04000000,481643.28173000,19173843.62566710,72751
1585180800000,2020-03-26 00:00:00,LTC/USDT,39.17000000,40.48000000,38.40000000,40.41000000,415595.26222000,16307374.36610290,68334
1585094400000,2020-03-25 00:00:00,LTC/USDT,40.56000000,41.04000000,38.09000000,39.17000000,577448.88856000,22783918.76449180,88553
1585008000000,2020-03-24 00:00:00,LTC/USDT,38.93000000,40.95000000,38.21000000,40.57000000,593656.77335000,23511452.09394690,87833
1584921600000,2020-03-23 00:00:00,LTC/USDT,35.42000000,39.99000000,34.57000000,38.94000000,859942.52611000,32311045.42974240,120735
1584835200000,2020-03-22 00:00:00,LTC/USDT,38.34000000,39.69000000,34.82000000,35.40000000,714342.72730000,26556648.09077230,106232
1584748800000,2020-03-21 00:00:00,LTC/USDT,38.07000000,39.84000000,36.21000000,38.32000000,667452.63396000,25414755.13576190,110811
1584662400000,2020-03-20 00:00:00,LTC/USDT,38.90000000,43.69000000,34.05000000,38.08000000,1571300.60857000,62380455.89251260,203546
1584576000000,2020-03-19 00:00:00,LTC/USDT,34.72000000,40.80000000,34.00000000,38.90000000,1344406.50235000,50321916.06862650,153523
1584489600000,2020-03-18 00:00:00,LTC/USDT,34.06000000,34.83000000,32.28000000,34.71000000,1044607.75726000,35191685.56953250,119552
1584403200000,2020-03-17 00:00:00,LTC/USDT,33.23000000,35.85000000,32.42000000,34.07000000,945437.93136000,32633674.45789300,124781
1584316800000,2020-03-16 00:00:00,LTC/USDT,36.37000000,36.41000000,29.29000000,33.20000000,1624714.37584000,52644643.37862400,217526
1584230400000,2020-03-15 00:00:00,LTC/USDT,34.40000000,38.73000000,34.04000000,36.38000000,1040322.30282000,37333342.64250410,135686
1584144000000,2020-03-14 00:00:00,LTC/USDT,37.51000000,37.65000000,33.80000000,34.40000000,1181175.59196000,42316336.59573340,165906
1584057600000,2020-03-13 00:00:00,LTC/USDT,29.83000000,39.92000000,24.00000000,37.52000000,3435572.20926000,113058309.48667670,428733
1583971200000,2020-03-12 00:00:00,LTC/USDT,48.52000000,48.76000000,28.65000000,29.83000000,2239777.98028000,80981795.22780490,324788
1583884800000,2020-03-11 00:00:00,LTC/USDT,50.24000000,50.74000000,45.47000000,48.53000000,799984.95798000,38538721.61904850,105084
1583798400000,2020-03-10 00:00:00,LTC/USDT,50.37000000,51.39000000,48.86000000,50.26000000,727732.90911000,36535744.60946280,101450
1583712000000,2020-03-09 00:00:00,LTC/USDT,51.02000000,52.27000000,46.57000000,50.39000000,1426145.50164000,70420337.28326550,196502
1583625600000,2020-03-08 00:00:00,LTC/USDT,60.46000000,60.47000000,50.41000000,51.00000000,945026.27128000,51958845.61631390,129660
1583539200000,2020-03-07 00:00:00,LTC/USDT,63.21000000,63.89000000,59.86000000,60.46000000,444270.53508000,27655735.41149100,62288
1583452800000,2020-03-06 00:00:00,LTC/USDT,62.06000000,63.84000000,61.18000000,63.22000000,469519.29565000,29325440.17575500,63265
1583366400000,2020-03-05 00:00:00,LTC/USDT,60.38000000,63.29000000,60.33000000,62.06000000,556909.07976000,34487269.85224490,75555
1583280000000,2020-03-04 00:00:00,LTC/USDT,61.02000000,61.78000000,58.71000000,60.38000000,424299.86211000,25604221.91697150,64079
1583193600000,2020-03-03 00:00:00,LTC/USDT,61.42000000,62.40000000,59.40000000,61.01000000,640940.77457000,39002038.56290350,90211
1583107200000,2020-03-02 00:00:00,LTC/USDT,57.72000000,62.32000000,57.25000000,61.42000000,660927.26176000,39608823.90269460,90644
1583020800000,2020-03-01 00:00:00,LTC/USDT,58.05000000,60.28000000,56.21000000,57.70000000,633924.91162000,37024496.38432820,94046
1582934400000,2020-02-29 00:00:00,LTC/USDT,59.88000000,61.65000000,57.84000000,58.05000000,507036.86245000,30231389.16762880,79751
1582848000000,2020-02-28 00:00:00,LTC/USDT,61.76000000,63.39000000,56.56000000,59.89000000,1070641.27708000,64057582.61898940,144429
1582761600000,2020-02-27 00:00:00,LTC/USDT,60.53000000,65.10000000,57.15000000,61.77000000,1110493.93153000,68225898.62528330,175084
1582675200000,2020-02-26 00:00:00,LTC/USDT,70.98000000,72.15000000,57.41000000,60.53000000,1523364.69178000,98294915.85492760,224945
1582588800000,2020-02-25 00:00:00,LTC/USDT,75.57000000,76.08000000,69.54000000,70.98000000,778054.96678000,56572999.51794070,129479
1582502400000,2020-02-24 00:00:00,LTC/USDT,79.52000000,79.76000000,71.71000000,75.59000000,936157.25919000,70787716.59145230,146823
1582416000000,2020-02-23 00:00:00,LTC/USDT,74.80000000,80.00000000,74.66000000,79.52000000,666132.69507000,52092584.25580340,110202
1582329600000,2020-02-22 00:00:00,LTC/USDT,73.25000000,76.79000000,72.32000000,74.79000000,651449.78648000,48795358.48709230,105555
1582243200000,2020-02-21 00:00:00,LTC/USDT,69.38000000,75.25000000,68.56000000,73.25000000,627123.84133000,45527535.16927990,108446
1582156800000,2020-02-20 00:00:00,LTC/USDT,70.61000000,72.43000000,66.10000000,69.40000000,731293.24627000,50797288.38529440,126515
1582070400000,2020-02-19 00:00:00,LTC/USDT,77.25000000,79.45000000,67.00000000,70.61000000,544027.83444000,40495898.03283510,109587
1581984000000,2020-02-18 00:00:00,LTC/USDT,73.44000000,79.09000000,70.00000000,77.25000000,713680.23162000,53060847.63859170,115290
1581897600000,2020-02-17 00:00:00,LTC/USDT,74.66000000,75.50000000,68.51000000,73.41000000,738054.46975000,52679051.66613170,131692
1581811200000,2020-02-16 00:00:00,LTC/USDT,76.74000000,80.77000000,67.85000000,74.67000000,998173.25658000,74384870.94959080,164747
1581724800000,2020-02-15 00:00:00,LTC/USDT,83.14000000,83.50000000,75.04000000,76.70000000,704650.11923000,55784555.24127400,125678
1581638400000,2020-02-14 00:00:00,LTC/USDT,80.55000000,83.79000000,78.61000000,83.14000000,523491.69506000,42705491.43694840,88264
