https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT,tradecount
1599177600000,2020-09-04 00:00:00,ADA/USDT,0.09448000,0.10399000,0.09215000,0.10156000,764723646.70000000,75302723.07304200,148713
1599091200000,2020-09-03 00:00:00,ADA/USDT,0.11490000,0.11693000,0.09222000,0.09446000,621880720.20000000,65772281.38841400,140458
1599004800000,2020-09-02 00:00:00,ADA/USDT,0.12444000,0.12642000,0.11031000,0.11489000,399997912.30000000,46730338.61595100,106257
1598918400000,2020-09-01 00:00:00,ADA/USDT,0.12250000,0.12812000,0.11896000,0.12445000,330906806.90000000,40914995.47180100,94575
1598832000000,2020-08-31 00:00:00,ADA/USDT,0.11742000,0.12680000,0.11296000,0.12253000,459272450.50000000,55272513.47386500,110533
1598745600000,2020-08-30 00:00:00,ADA/USDT,0.11624000,0.11879000,0.11369000,0.11747000,208755018.00000000,24252577.32026600,59083
1598659200000,2020-08-29 00:00:00,ADA/USDT,0.10926000,0.11796000,0.10799000,0.11623000,219865981.90000000,24901197.32960700,60042
1598572800000,2020-08-28 00:00:00,ADA/USDT,0.10726000,0.11166000,0.10602000,0.10927000,254837464.60000000,27760523.99410000,65111
1598486400000,2020-08-27 00:00:00,ADA/USDT,0.11431000,0.11583000,0.10211000,0.10725000,397313718.20000000,42988197.77405500,95204
1598400000000,2020-08-26 00:00:00,ADA/USDT,0.11239000,0.11819000,0.11019000,0.11435000,291146015.70000000,33273716.64691500,76676
1598313600000,2020-08-25 00:00:00,ADA/USDT,0.12359000,0.12395000,0.10485000,0.11239000,538469253.00000000,60742877.26648400,116378
1598227200000,2020-08-24 00:00:00,ADA/USDT,0.12146000,0.12707000,0.12000000,0.12361000,192049653.60000000,23856479.04097400,47954
1598140800000,2020-08-23 00:00:00,ADA/USDT,0.12516000,0.12590000,0.11929000,0.12141000,176404681.90000000,21562870.31944100,46020
1598054400000,2020-08-22 00:00:00,ADA/USDT,0.12314000,0.12618000,0.11820000,0.12515000,239238199.50000000,29380886.65782900,62609
1597968000000,2020-08-21 00:00:00,ADA/USDT,0.13420000,0.13436000,0.12140000,0.12315000,325572514.70000000,41793106.18185500,88722
1597881600000,2020-08-20 00:00:00,ADA/USDT,0.12964000,0.13453000,0.12605000,0.13413000,243493668.90000000,31673635.84925400,69689
1597795200000,2020-08-19 00:00:00,ADA/USDT,0.13686000,0.13832000,0.12580000,0.12966000,344298320.30000000,45306685.39776000,101362
1597708800000,2020-08-18 00:00:00,ADA/USDT,0.14039000,0.14400000,0.13374000,0.13691000,265797226.30000000,36812936.67081900,81728
1597622400000,2020-08-17 00:00:00,ADA/USDT,0.13882000,0.14484000,0.13731000,0.14039000,385519511.70000000,54458449.00223900,108695
1597536000000,2020-08-16 00:00:00,ADA/USDT,0.13838000,0.13961000,0.13483000,0.13882000,208158137.10000000,28659548.84260800,74560
1597449600000,2020-08-15 00:00:00,ADA/USDT,0.13826000,0.14180000,0.13620000,0.13837000,278280169.40000000,38549882.37338000,88122
1597363200000,2020-08-14 00:00:00,ADA/USDT,0.13943000,0.14117000,0.13739000,0.13826000,236113113.10000000,32843527.94519000,78275
1597276800000,2020-08-13 00:00:00,ADA/USDT,0.13670000,0.14212000,0.13161000,0.13944000,370696719.40000000,50913965.50555800,102282
1597190400000,2020-08-12 00:00:00,ADA/USDT,0.13685000,0.13787000,0.12336000,0.13670000,409416032.20000000,54316032.05158800,117348
1597104000000,2020-08-11 00:00:00,ADA/USDT,0.14376000,0.14450000,0.13131000,0.13685000,335301733.60000000,46439453.47845500,89654
1597017600000,2020-08-10 00:00:00,ADA/USDT,0.14512000,0.14653000,0.14162000,0.14383000,338241373.90000000,48824823.03917500,79953
1596931200000,2020-08-09 00:00:00,ADA/USDT,0.14695000,0.15230000,0.14200000,0.14512000,404020544.50000000,59240265.41204300,111729
1596844800000,2020-08-08 00:00:00,ADA/USDT,0.13891000,0.14788000,0.13723000,0.14696000,300085230.70000000,42907276.38004800,84394
1596758400000,2020-08-07 00:00:00,ADA/USDT,0.14441000,0.14746000,0.13270000,0.13888000,335277998.80000000,47212849.95700400,87926
1596672000000,2020-08-06 00:00:00,ADA/USDT,0.14229000,0.14585000,0.13986000,0.14444000,279832944.90000000,39977274.77365400,73906
1596585600000,2020-08-05 00:00:00,ADA/USDT,0.14333000,0.14533000,0.13970000,0.14227000,247854513.30000000,35444876.01435700,68864
1596499200000,2020-08-04 00:00:00,ADA/USDT,0.13735000,0.14825000,0.13611000,0.14335000,405429691.80000000,57479707.53513200,109467
1596412800000,2020-08-03 00:00:00,ADA/USDT,0.13381000,0.13930000,0.13200000,0.13730000,255391275.30000000,34915375.26350700,70874
1596326400000,2020-08-02 00:00:00,ADA/USDT,0.14415000,0.14850000,0.12580000,0.13375000,557443813.30000000,76039339.16785500,165614
1596240000000,2020-08-01 00:00:00,ADA/USDT,0.13876000,0.14691000,0.13814000,0.14410000,428476131.00000000,60702230.23524200,116125
1596153600000,2020-07-31 00:00:00,ADA/USDT,0.14056000,0.14133000,0.13552000,0.13878000,257426976.70000000,35768909.72813400,69041
1596067200000,2020-07-30 00:00:00,ADA/USDT,0.13976000,0.14260000,0.13687000,0.14060000,320531544.90000000,44798051.82331500,84190
1595980800000,2020-07-29 00:00:00,ADA/USDT,0.14904000,0.14998000,0.13800000,0.13972000,537845004.20000000,77021419.23742300,136306
1595894400000,2020-07-28 00:00:00,ADA/USDT,0.13861000,0.15101000,0.13399000,0.14904000,715760829.00000000,101485354.07516500,187266
1595808000000,2020-07-27 00:00:00,ADA/USDT,0.14847000,0.14983000,0.13000000,0.13859000,1006112609.60000000,140173714.16182400,242476
1595721600000,2020-07-26 00:00:00,ADA/USDT,0.14368000,0.15464000,0.14131000,0.14849000,971402952.60000000,143551304.78049600,223732
1595635200000,2020-07-25 00:00:00,ADA/USDT,0.12200000,0.14588000,0.12195000,0.14362000,851485004.50000000,114672675.12749600,193325
1595548800000,2020-07-24 00:00:00,ADA/USDT,0.12420000,0.12437000,0.12053000,0.12197000,185179301.20000000,22702498.28580600,47519
1595462400000,2020-07-23 00:00:00,ADA/USDT,0.12385000,0.12607000,0.12333000,0.12422000,233344422.60000000,29116173.63915300,56808
1595376000000,2020-07-22 00:00:00,ADA/USDT,0.12320000,0.12466000,0.12032000,0.12380000,167277837.90000000,20426754.27061600,47690
1595289600000,2020-07-21 00:00:00,ADA/USDT,0.11772000,0.12468000,0.11671000,0.12321000,260880715.50000000,31840419.19239700,73111
1595203200000,2020-07-20 00:00:00,ADA/USDT,0.12401000,0.12431000,0.11465000,0.11771000,253190451.20000000,30501268.99738100,69196
1595116800000,2020-07-19 00:00:00,ADA/USDT,0.12267000,0.12475000,0.12113000,0.12402000,172079009.80000000,21174528.34007100,45835
1595030400000,2020-07-18 00:00:00,ADA/USDT,0.12224000,0.12475000,0.11823000,0.12270000,275326072.20000000,33425718.03901400,74210
1594944000000,2020-07-17 00:00:00,ADA/USDT,0.12605000,0.12671000,0.12163000,0.12224000,269816299.80000000,33494705.57225200,76214
1594857600000,2020-07-16 00:00:00,ADA/USDT,0.13071000,0.13333000,0.11829000,0.12602000,607317645.20000000,76191690.70872200,162808
1594771200000,2020-07-15 00:00:00,ADA/USDT,0.13254000,0.13283000,0.12732000,0.13069000,370682346.20000000,48321002.17005500,98285
1594684800000,2020-07-14 00:00:00,ADA/USDT,0.12426000,0.13500000,0.12080000,0.13256000,573751827.40000000,73662902.88409200,165839
1594598400000,2020-07-13 00:00:00,ADA/USDT,0.12689000,0.13600000,0.12078000,0.12427000,688293154.10000000,89791806.23402100,196971
1594512000000,2020-07-12 00:00:00,ADA/USDT,0.12519000,0.12849000,0.12036000,0.12685000,416611565.90000000,51745214.42952400,111398
1594425600000,2020-07-11 00:00:00,ADA/USDT,0.11843000,0.12726000,0.11767000,0.12523000,460447487.70000000,56058359.52691500,123800
1594339200000,2020-07-10 00:00:00,ADA/USDT,0.12401000,0.12428000,0.11026000,0.11846000,808057758.10000000,94252583.89903600,192793
1594252800000,2020-07-09 00:00:00,ADA/USDT,0.12992000,0.12993000,0.11744000,0.12403000,893825632.20000000,109551339.26361600,219974
1594166400000,2020-07-08 00:00:00,ADA/USDT,0.11764000,0.13877000,0.11470000,0.12993000,1587749613.10000000,204957288.84126900,394118
1594080000000,2020-07-07 00:00:00,ADA/USDT,0.10512000,0.11916000,0.10289000,0.11764000,775869735.00000000,85913288.31382500,186335
1593993600000,2020-07-06 00:00:00,ADA/USDT,0.09815000,0.10676000,0.09722000,0.10512000,473375192.50000000,47783980.61085300,118533
1593907200000,2020-07-05 00:00:00,ADA/USDT,0.10005000,0.10005000,0.09420000,0.09813000,397913451.90000000,38453072.74795000,100450
1593820800000,2020-07-04 00:00:00,ADA/USDT,0.09652000,0.10118000,0.09591000,0.10005000,490805389.10000000,48478371.46782200,103311
1593734400000,2020-07-03 00:00:00,ADA/USDT,0.09291000,0.10210000,0.09221000,0.09655000,690799829.50000000,67173609.51903600,137709
1593648000000,2020-07-02 00:00:00,ADA/USDT,0.09685000,0.09685000,0.08742000,0.09291000,745942280.80000000,69432388.95637900,155953
1593561600000,2020-07-01 00:00:00,ADA/USDT,0.08300000,0.09708000,0.08240000,0.09681000,627920438.90000000,56678215.98508400,109932
1593475200000,2020-06-30 00:00:00,ADA/USDT,0.08394000,0.08470000,0.08181000,0.08299000,196547531.10000000,16362429.51071000,42492
1593388800000,2020-06-29 00:00:00,ADA/USDT,0.08026000,0.08444000,0.08026000,0.08392000,322000901.70000000,26538377.18622100,61013
1593302400000,2020-06-28 00:00:00,ADA/USDT,0.07738000,0.08109000,0.07620000,0.08028000,230373628.40000000,18248575.42839400,41854
1593216000000,2020-06-27 00:00:00,ADA/USDT,0.08063000,0.08100000,0.07453000,0.07738000,239980469.30000000,18753839.16929300,49985
1593129600000,2020-06-26 00:00:00,ADA/USDT,0.08166000,0.08181000,0.07934000,0.08062000,189443293.90000000,15262822.94874000,41167
1593043200000,2020-06-25 00:00:00,ADA/USDT,0.08251000,0.08351000,0.07863000,0.08167000,256346389.90000000,20858063.25419700,52092
1592956800000,2020-06-24 00:00:00,ADA/USDT,0.08278000,0.08723000,0.07995000,0.08254000,431553648.00000000,36059189.93619900,88710
1592870400000,2020-06-23 00:00:00,ADA/USDT,0.08359000,0.08445000,0.08152000,0.08276000,173136119.40000000,14352884.71537000,42455
1592784000000,2020-06-22 00:00:00,ADA/USDT,0.07839000,0.08396000,0.07821000,0.08355000,236593766.90000000,19258267.18239200,50273
1592697600000,2020-06-21 00:00:00,ADA/USDT,0.07956000,0.08099000,0.07814000,0.07841000,150318561.80000000,11967825.41086100,34173
1592611200000,2020-06-20 00:00:00,ADA/USDT,0.07993000,0.08023000,0.07700000,0.07953000,152661332.80000000,12017896.37257000,35165
1592524800000,2020-06-19 00:00:00,ADA/USDT,0.08177000,0.08190000,0.07844000,0.07987000,273185135.50000000,21884352.91530000,59497
1592438400000,2020-06-18 00:00:00,ADA/USDT,0.08350000,0.08454000,0.08001000,0.08176000,316838158.30000000,26104085.76041400,64514
1592352000000,2020-06-17 00:00:00,ADA/USDT,0.07925000,0.08398000,0.07729000,0.08349000,470477521.40000000,38103742.25404900,92810
1592265600000,2020-06-16 00:00:00,ADA/USDT,0.07822000,0.07978000,0.07656000,0.07925000,292089259.00000000,22894553.81817300,68564
1592179200000,2020-06-15 00:00:00,ADA/USDT,0.07644000,0.07984000,0.06930000,0.07824000,618344226.00000000,45558107.22753600,155026
1592092800000,2020-06-14 00:00:00,ADA/USDT,0.07909000,0.07918000,0.07561000,0.07642000,135355914.60000000,10463515.29524200,39816
1592006400000,2020-06-13 00:00:00,ADA/USDT,0.07948000,0.07959000,0.07700000,0.07906000,161240000.70000000,12618820.76897900,49384
1591920000000,2020-06-12 00:00:00,ADA/USDT,0.07527000,0.08090000,0.07497000,0.07948000,323950725.00000000,25476804.25901400,96402
1591833600000,2020-06-11 00:00:00,ADA/USDT,0.08360000,0.08512000,0.07300000,0.07527000,523976380.00000000,41375883.64075400,138495
1591747200000,2020-06-10 00:00:00,ADA/USDT,0.08292000,0.08399000,0.07938000,0.08360000,447331679.70000000,36521722.17292900,121706
1591660800000,2020-06-09 00:00:00,ADA/USDT,0.08649000,0.08678000,0.08284000,0.08291000,228581184.80000000,19344027.00314200,70170
1591574400000,2020-06-08 00:00:00,ADA/USDT,0.08655000,0.08695000,0.08458000,0.08648000,216779869.40000000,18595514.82513100,63274
1591488000000,2020-06-07 00:00:00,ADA/USDT,0.08616000,0.08867000,0.08250000,0.08657000,470802696.70000000,40359608.32819900,130982
1591401600000,2020-06-06 00:00:00,ADA/USDT,0.08519000,0.08730000,0.08475000,0.08614000,274342754.60000000,23600346.86245000,78945
1591315200000,2020-06-05 00:00:00,ADA/USDT,0.08882000,0.08914000,0.08393000,0.08517000,480984869.20000000,41610327.14677100,116386
1591228800000,2020-06-04 00:00:00,ADA/USDT,0.08558000,0.09039000,0.08342000,0.08882000,876595811.40000000,76700977.09677200,173421
1591142400000,2020-06-03 00:00:00,ADA/USDT,0.07872000,0.08610000,0.07707000,0.08558000,746675602.90000000,61569756.98624500,143785
1591056000000,2020-06-02 00:00:00,ADA/USDT,0.08096000,0.08248000,0.07080000,0.07872000,807890970.30000000,63645498.49823000,146059
1590969600000,2020-06-01 00:00:00,ADA/USDT,0.07391000,0.08306000,0.07347000,0.08093000,1059683218.60000000,83834217.60025500,221670
1590883200000,2020-05-31 00:00:00,ADA/USDT,0.07688000,0.08650000,0.07200000,0.07390000,1611428374.30000000,128363158.74867100,321393
1590796800000,2020-05-30 00:00:00,ADA/USDT,0.06469000,0.07748000,0.06373000,0.07691000,1038874975.10000000,74487725.45916400,170009
1590710400000,2020-05-29 00:00:00,ADA/USDT,0.06495000,0.06667000,0.06252000,0.06469000,591929034.20000000,38189373.78299200,95250
1590624000000,2020-05-28 00:00:00,ADA/USDT,0.05512000,0.06766000,0.05487000,0.06502000,714718749.90000000,43786850.13931000,119919
1590537600000,2020-05-27 00:00:00,ADA/USDT,0.05356000,0.05595000,0.05302000,0.05513000,270628151.10000000,14824890.29923400,41178
1590451200000,2020-05-26 00:00:00,ADA/USDT,0.05394000,0.05417000,0.05189000,0.05355000,218137958.80000000,11567153.07984100,29762
1590364800000,2020-05-25 00:00:00,ADA/USDT,0.05129000,0.05434000,0.05102000,0.05390000,282415963.30000000,14859502.13139100,49461
1590278400000,2020-05-24 00:00:00,ADA/USDT,0.05490000,0.05616000,0.05120000,0.05125000,246978557.40000000,13353831.33642300,38141
1590192000000,2020-05-23 00:00:00,ADA/USDT,0.05576000,0.05648000,0.05420000,0.05490000,204914013.20000000,11318693.48763700,34117
1590105600000,2020-05-22 00:00:00,ADA/USDT,0.05210000,0.05700000,0.05133000,0.05576000,358164957.60000000,19324550.23409500,52930
1590019200000,2020-05-21 00:00:00,ADA/USDT,0.05686000,0.05760000,0.05023000,0.05207000,410702686.80000000,22193881.02832100,57687
1589932800000,2020-05-20 00:00:00,ADA/USDT,0.05675000,0.05760000,0.05382000,0.05689000,327189992.80000000,18387767.22689500,46799
1589846400000,2020-05-19 00:00:00,ADA/USDT,0.05433000,0.05700000,0.05255000,0.05677000,294210864.50000000,16053173.27406700,40239
1589760000000,2020-05-18 00:00:00,ADA/USDT,0.05128000,0.05500000,0.05113000,0.05434000,359909268.80000000,19381335.79535400,52599
1589673600000,2020-05-17 00:00:00,ADA/USDT,0.05100000,0.05225000,0.05089000,0.05129000,132874193.60000000,6835868.30734100,23208
1589587200000,2020-05-16 00:00:00,ADA/USDT,0.05031000,0.05141000,0.04989000,0.05100000,161901812.70000000,8219908.57742100,24146
1589500800000,2020-05-15 00:00:00,ADA/USDT,0.05098000,0.05197000,0.04951000,0.05026000,254093483.60000000,12913175.80690000,41597
1589414400000,2020-05-14 00:00:00,ADA/USDT,0.05147000,0.05200000,0.05039000,0.05098000,275887080.30000000,14159223.62005000,38313
1589328000000,2020-05-13 00:00:00,ADA/USDT,0.05043000,0.05227000,0.04960000,0.05147000,277659878.40000000,14145826.90437100,44347
1589241600000,2020-05-12 00:00:00,ADA/USDT,0.04778000,0.05118000,0.04772000,0.05043000,371485429.00000000,18646755.19150000,51521
1589155200000,2020-05-11 00:00:00,ADA/USDT,0.04758000,0.05000000,0.04485000,0.04779000,535212969.00000000,25321549.04887700,78230
1589068800000,2020-05-10 00:00:00,ADA/USDT,0.05145000,0.05156000,0.04250000,0.04755000,632824777.90000000,29626643.56398100,84288
1588982400000,2020-05-09 00:00:00,ADA/USDT,0.05201000,0.05308000,0.05121000,0.05145000,229723152.60000000,12006746.13893600,33085
1588896000000,2020-05-08 00:00:00,ADA/USDT,0.05121000,0.05376000,0.05088000,0.05201000,338982968.30000000,17647547.14056200,47996
1588809600000,2020-05-07 00:00:00,ADA/USDT,0.04890000,0.05158000,0.04826000,0.05123000,301296887.80000000,15081564.39784600,47558
1588723200000,2020-05-06 00:00:00,ADA/USDT,0.04949000,0.05119000,0.04863000,0.04889000,263316401.30000000,13170289.11097600,43562
1588636800000,2020-05-05 00:00:00,ADA/USDT,0.04943000,0.05060000,0.04867000,0.04945000,277355071.70000000,13780466.00452800,43327
1588550400000,2020-05-04 00:00:00,ADA/USDT,0.04897000,0.05027000,0.04612000,0.04942000,485261752.50000000,23411961.91566700,73854
1588464000000,2020-05-03 00:00:00,ADA/USDT,0.05095000,0.05169000,0.04754000,0.04898000,302715186.40000000,15051912.93900900,50759
1588377600000,2020-05-02 00:00:00,ADA/USDT,0.05092000,0.05147000,0.04941000,0.05090000,241926532.40000000,12208496.08746600,51404
1588291200000,2020-05-01 00:00:00,ADA/USDT,0.04751000,0.05187000,0.04744000,0.05091000,348040876.50000000,17520995.01731600,50596
1588204800000,2020-04-30 00:00:00,ADA/USDT,0.05148000,0.05439000,0.04701000,0.04752000,776031320.10000000,39374796.99792200,101902
1588118400000,2020-04-29 00:00:00,ADA/USDT,0.04679000,0.05200000,0.04678000,0.05146000,514603520.00000000,25746712.17535500,82041
1588032000000,2020-04-28 00:00:00,ADA/USDT,0.04646000,0.04810000,0.04595000,0.04679000,323250547.90000000,15230514.50562200,49632
1587945600000,2020-04-27 00:00:00,ADA/USDT,0.04594000,0.04765000,0.04415000,0.04648000,477381231.70000000,21886652.96566200,71333
1587859200000,2020-04-26 00:00:00,ADA/USDT,0.04222000,0.04616000,0.04185000,0.04593000,409361864.30000000,18166000.53433900,65422
1587772800000,2020-04-25 00:00:00,ADA/USDT,0.04165000,0.04358000,0.04102000,0.04222000,205580959.00000000,8769944.90217200,31042
1587686400000,2020-04-24 00:00:00,ADA/USDT,0.04086000,0.04473000,0.04084000,0.04165000,503750365.00000000,21542646.74547000,85238
1587600000000,2020-04-23 00:00:00,ADA/USDT,0.03663000,0.04257000,0.03644000,0.04088000,531657372.70000000,20936933.49432200,68455
1587513600000,2020-04-22 00:00:00,ADA/USDT,0.03451000,0.03668000,0.03436000,0.03664000,130950861.40000000,4674531.60439800,19048
1587427200000,2020-04-21 00:00:00,ADA/USDT,0.03390000,0.03500000,0.03370000,0.03454000,167833883.30000000,5770834.07662600,21940
1587340800000,2020-04-20 00:00:00,ADA/USDT,0.03549000,0.03660000,0.03382000,0.03391000,276214656.00000000,9744622.60231100,40117
1587254400000,2020-04-19 00:00:00,ADA/USDT,0.03657000,0.03675000,0.03506000,0.03549000,207612256.70000000,7452878.17070800,26671
1587168000000,2020-04-18 00:00:00,ADA/USDT,0.03432000,0.03700000,0.03431000,0.03654000,171038904.30000000,6097623.92633900,26235
1587081600000,2020-04-17 00:00:00,ADA/USDT,0.03445000,0.03494000,0.03403000,0.03432000,127554039.60000000,4391288.30676600,17649
1586995200000,2020-04-16 00:00:00,ADA/USDT,0.03184000,0.03500000,0.03089000,0.03446000,322667204.90000000,10720970.28439200,43580
1586908800000,2020-04-15 00:00:00,ADA/USDT,0.03311000,0.03370000,0.03177000,0.03185000,132455165.60000000,4351906.62159300,21997
1586822400000,2020-04-14 00:00:00,ADA/USDT,0.03311000,0.03376000,0.03268000,0.03312000,133269260.50000000,4426061.71071200,18776
1586736000000,2020-04-13 00:00:00,ADA/USDT,0.03345000,0.03353000,0.03189000,0.03311000,235859753.60000000,7681563.93619000,31647
1586649600000,2020-04-12 00:00:00,ADA/USDT,0.03341000,0.03489000,0.03290000,0.03347000,160185105.50000000,5442438.35014700,20746
1586563200000,2020-04-11 00:00:00,ADA/USDT,0.03322000,0.03410000,0.03261000,0.03343000,169064114.50000000,5656698.09731700,22149
1586476800000,2020-04-10 00:00:00,ADA/USDT,0.03609000,0.03620000,0.03215000,0.03321000,297588582.10000000,9977705.85151800,39018
1586390400000,2020-04-09 00:00:00,ADA/USDT,0.03638000,0.03660000,0.03518000,0.03607000,158350204.80000000,5709476.08887500,21067
1586304000000,2020-04-08 00:00:00,ADA/USDT,0.03528000,0.03683000,0.03522000,0.03639000,220316016.70000000,7979139.26967100,26532
1586217600000,2020-04-07 00:00:00,ADA/USDT,0.03591000,0.03695000,0.03450000,0.03525000,338110789.50000000,12146896.55841700,39897
1586131200000,2020-04-06 00:00:00,ADA/USDT,0.03191000,0.03611000,0.03190000,0.03592000,350807966.80000000,11951449.73376700,46082
1586044800000,2020-04-05 00:00:00,ADA/USDT,0.03244000,0.03256000,0.03159000,0.03190000,103731278.30000000,3325293.37682500,11726
1585958400000,2020-04-04 00:00:00,ADA/USDT,0.03231000,0.03272000,0.03170000,0.03244000,185229786.80000000,5954674.17689600,20688
1585872000000,2020-04-03 00:00:00,ADA/USDT,0.03187000,0.03272000,0.03156000,0.03231000,212823616.20000000,6839650.61875000,26643
1585785600000,2020-04-02 00:00:00,ADA/USDT,0.03097000,0.03352000,0.03070000,0.03188000,297957908.50000000,9492006.55536400,44516
1585699200000,2020-04-01 00:00:00,ADA/USDT,0.03045000,0.03097000,0.02942000,0.03097000,245444045.60000000,7427083.53027000,32456
1585612800000,2020-03-31 00:00:00,ADA/USDT,0.02965000,0.03067000,0.02950000,0.03045000,166957955.00000000,5026845.51416700,23604
1585526400000,2020-03-30 00:00:00,ADA/USDT,0.02808000,0.03044000,0.02801000,0.02965000,224863601.50000000,6615830.22186500,31069
1585440000000,2020-03-29 00:00:00,ADA/USDT,0.02979000,0.02999000,0.02803000,0.02806000,189145475.10000000,5488503.94045900,20832
1585353600000,2020-03-28 00:00:00,ADA/USDT,0.02882000,0.02998000,0.02780000,0.02975000,289141133.00000000,8311103.79567300,32561
1585267200000,2020-03-27 00:00:00,ADA/USDT,0.03085000,0.03143000,0.02828000,0.02882000,255624968.40000000,7730323.72442400,31628
1585180800000,2020-03-26 00:00:00,ADA/USDT,0.02947000,0.03102000,0.02923000,0.03086000,211454985.40000000,6298686.57900700,24355
1585094400000,2020-03-25 00:00:00,ADA/USDT,0.03025000,0.03043000,0.02872000,0.02945000,251249333.70000000,7426715.75403400,28676
1585008000000,2020-03-24 00:00:00,ADA/USDT,0.02923000,0.03041000,0.02874000,0.03023000,283748059.10000000,8398926.17933800,33999
1584921600000,2020-03-23 00:00:00,ADA/USDT,0.02704000,0.02993000,0.02660000,0.02925000,352778439.10000000,9916694.59020300,35858
1584835200000,2020-03-22 00:00:00,ADA/USDT,0.02945000,0.03044000,0.02679000,0.02703000,320971901.90000000,9088075.09007000,35862
1584748800000,2020-03-21 00:00:00,ADA/USDT,0.02945000,0.03067000,0.02790000,0.02948000,373674370.30000000,10935774.51059100,51138
1584662400000,2020-03-20 00:00:00,ADA/USDT,0.03029000,0.03396000,0.02659000,0.02946000,685475524.70000000,21015746.21419400,92102
1584576000000,2020-03-19 00:00:00,ADA/USDT,0.02608000,0.03198000,0.02580000,0.03030000,509780641.30000000,14831629.73284200,70097
1584489600000,2020-03-18 00:00:00,ADA/USDT,0.02573000,0.02653000,0.02428000,0.02607000,302852175.10000000,7690055.83773300,43733
1584403200000,2020-03-17 00:00:00,ADA/USDT,0.02424000,0.02650000,0.02386000,0.02575000,389737125.20000000,9993317.41431400,47984
1584316800000,2020-03-16 00:00:00,ADA/USDT,0.02692000,0.02697000,0.02156000,0.02423000,695930389.60000000,16471734.67028400,92731
1584230400000,2020-03-15 00:00:00,ADA/USDT,0.02577000,0.02904000,0.02546000,0.02693000,364886224.30000000,9812612.21513600,58042
1584144000000,2020-03-14 00:00:00,ADA/USDT,0.02844000,0.02890000,0.02529000,0.02582000,381841598.40000000,10399176.16896100,65449
1584057600000,2020-03-13 00:00:00,ADA/USDT,0.02332000,0.02938000,0.01765000,0.02843000,1313130187.50000000,32564268.90793700,206325
1583971200000,2020-03-12 00:00:00,ADA/USDT,0.03970000,0.03983000,0.02191000,0.02329000,1182129732.40000000,35875352.66309900,159376
1583884800000,2020-03-11 00:00:00,ADA/USDT,0.04145000,0.04182000,0.03729000,0.03969000,370400639.30000000,14709966.91706100,57899
1583798400000,2020-03-10 00:00:00,ADA/USDT,0.04151000,0.04299000,0.04032000,0.04146000,362267320.90000000,15077818.51347000,58864
1583712000000,2020-03-09 00:00:00,ADA/USDT,0.04291000,0.04400000,0.03895000,0.04156000,453024388.70000000,18709239.13121400,55729
1583625600000,2020-03-08 00:00:00,ADA/USDT,0.04876000,0.04876000,0.04232000,0.04291000,338062171.80000000,15301619.01195100,46839
1583539200000,2020-03-07 00:00:00,ADA/USDT,0.05171000,0.05186000,0.04815000,0.04879000,159048525.40000000,7973700.03805100,23325
1583452800000,2020-03-06 00:00:00,ADA/USDT,0.05096000,0.05174000,0.04982000,0.05174000,166677789.30000000,8490193.87961300,24604
1583366400000,2020-03-05 00:00:00,ADA/USDT,0.04898000,0.05229000,0.04898000,0.05096000,239400269.00000000,12171168.72883600,36923
1583280000000,2020-03-04 00:00:00,ADA/USDT,0.04868000,0.05034000,0.04789000,0.04898000,212432446.70000000,10428839.18961100,35593
1583193600000,2020-03-03 00:00:00,ADA/USDT,0.04922000,0.04941000,0.04743000,0.04866000,210562458.00000000,10192952.49581000,33235
1583107200000,2020-03-02 00:00:00,ADA/USDT,0.04559000,0.04980000,0.04544000,0.04923000,245027392.90000000,11777630.00299300,38165
1583020800000,2020-03-01 00:00:00,ADA/USDT,0.04706000,0.04831000,0.04506000,0.04561000,289344971.60000000,13565023.19761800,44382
1582934400000,2020-02-29 00:00:00,ADA/USDT,0.04888000,0.05000000,0.04707000,0.04710000,219715834.00000000,10642678.48103700,34620
1582848000000,2020-02-28 00:00:00,ADA/USDT,0.04985000,0.05134000,0.04650000,0.04885000,341622382.60000000,16606191.45979400,62428
1582761600000,2020-02-27 00:00:00,ADA/USDT,0.04915000,0.05217000,0.04620000,0.04986000,396151349.90000000,19745310.43769900,95653
1582675200000,2020-02-26 00:00:00,ADA/USDT,0.05603000,0.05667000,0.04654000,0.04915000,628740635.60000000,31817935.29647400,113454
1582588800000,2020-02-25 00:00:00,ADA/USDT,0.05906000,0.05916000,0.05585000,0.05603000,252035011.90000000,14445292.64036800,54979
1582502400000,2020-02-24 00:00:00,ADA/USDT,0.06143000,0.06180000,0.05729000,0.05906000,239584286.30000000,14228848.90280000,48380
1582416000000,2020-02-23 00:00:00,ADA/USDT,0.05819000,0.06200000,0.05810000,0.06145000,182144312.00000000,11030229.05505300,37120
1582329600000,2020-02-22 00:00:00,ADA/USDT,0.05856000,0.05909000,0.05696000,0.05825000,137773571.50000000,7990798.27703900,37290
1582243200000,2020-02-21 00:00:00,ADA/USDT,0.05817000,0.06000000,0.05738000,0.05853000,207696100.50000000,12224694.81487200,48104
1582156800000,2020-02-20 00:00:00,ADA/USDT,0.05731000,0.05894000,0.05515000,0.05815000,307618869.90000000,17588519.38212800,74601
1582070400000,2020-02-19 00:00:00,ADA/USDT,0.06279000,0.06300000,0.05652000,0.05737000,243037174.10000000,14743331.57683900,60638
