https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1599868800000,2020-09-12 00:00:00,ETH/USDT,373.62000000,388.57000000,364.73000000,387.78000000,766542.31635000,287133871.24729080,318774
1599782400000,2020-09-11 00:00:00,ETH/USDT,367.93000000,375.27000000,355.49000000,373.63000000,844017.59966000,308822715.13365630,367615
1599696000000,2020-09-10 00:00:00,ETH/USDT,350.85000000,377.25000000,349.91000000,367.93000000,1134287.61137000,416598205.66604800,512819
1599609600000,2020-09-09 00:00:00,ETH/USDT,337.41000000,359.00000000,330.51000000,350.85000000,879760.56255000,304910633.80088960,381038
1599523200000,2020-09-08 00:00:00,ETH/USDT,353.59000000,356.58000000,325.38000000,337.39000000,1400246.82962000,476444912.54463500,554846
1599436800000,2020-09-07 00:00:00,ETH/USDT,352.85000000,358.51000000,323.00000000,353.59000000,1740618.42462000,596754172.70084040,708066
1599350400000,2020-09-06 00:00:00,ETH/USDT,335.04000000,360.00000000,316.10000000,352.80000000,2017811.14721000,691925087.39681090,852597
1599264000000,2020-09-05 00:00:00,ETH/USDT,385.30000000,395.00000000,308.42000000,335.01000000,2777166.51389000,967730464.90551640,1074986
1599177600000,2020-09-04 00:00:00,ETH/USDT,381.35000000,400.21000000,357.00000000,385.26000000,1806488.22474000,696658932.11542750,744610
1599091200000,2020-09-03 00:00:00,ETH/USDT,439.50000000,450.70000000,372.00000000,381.40000000,2408569.34151000,995567239.00840270,903066
1599004800000,2020-09-02 00:00:00,ETH/USDT,475.40000000,481.39000000,420.00000000,439.50000000,1880642.46853000,844475154.71608050,825133
1598918400000,2020-09-01 00:00:00,ETH/USDT,433.80000000,488.84000000,429.03000000,475.40000000,1751354.57719000,813662129.65048800,763508
1598832000000,2020-08-31 00:00:00,ETH/USDT,428.94000000,439.00000000,418.04000000,433.79000000,1040748.68881000,447866996.18511480,456201
1598745600000,2020-08-30 00:00:00,ETH/USDT,398.65000000,429.89000000,398.30000000,428.94000000,894979.71788000,370467271.09903470,395838
1598659200000,2020-08-29 00:00:00,ETH/USDT,395.10000000,405.69000000,391.88000000,398.65000000,659802.63344000,263787683.02808370,300090
1598572800000,2020-08-28 00:00:00,ETH/USDT,383.31000000,398.00000000,379.75000000,395.11000000,732601.46905000,286555001.99418380,311832
1598486400000,2020-08-27 00:00:00,ETH/USDT,385.81000000,397.10000000,371.48000000,383.27000000,877763.73658000,336647752.29422450,392116
1598400000000,2020-08-26 00:00:00,ETH/USDT,382.91000000,392.91000000,377.37000000,385.81000000,738690.77940000,284504413.09361920,351141
1598313600000,2020-08-25 00:00:00,ETH/USDT,407.68000000,409.06000000,370.00000000,382.93000000,970445.38395000,375681480.18694300,411636
1598227200000,2020-08-24 00:00:00,ETH/USDT,390.72000000,410.42000000,387.44000000,407.68000000,717403.81877000,287991794.22058410,307676
1598140800000,2020-08-23 00:00:00,ETH/USDT,395.23000000,396.95000000,383.15000000,390.71000000,445317.81989000,173799978.03511140,222729
1598054400000,2020-08-22 00:00:00,ETH/USDT,387.93000000,397.04000000,379.92000000,395.24000000,643235.76543000,250069873.39723140,305450
1597968000000,2020-08-21 00:00:00,ETH/USDT,415.94000000,418.68000000,385.10000000,387.97000000,860998.72560000,347455883.45330630,414222
1597881600000,2020-08-20 00:00:00,ETH/USDT,407.46000000,418.98000000,402.07000000,415.94000000,663555.73445000,273292342.19034480,322537
1597795200000,2020-08-19 00:00:00,ETH/USDT,421.92000000,426.75000000,393.25000000,407.46000000,978339.69221000,400208683.34672710,455992
1597708800000,2020-08-18 00:00:00,ETH/USDT,430.89000000,433.81000000,415.00000000,421.95000000,743254.57018000,316635286.99292170,374074
1597622400000,2020-08-17 00:00:00,ETH/USDT,433.61000000,446.00000000,420.37000000,430.89000000,868870.64996000,375038999.50751650,443560
1597536000000,2020-08-16 00:00:00,ETH/USDT,432.30000000,436.99000000,412.47000000,433.62000000,716666.25258000,305445885.81667000,371807
1597449600000,2020-08-15 00:00:00,ETH/USDT,438.12000000,442.94000000,427.02000000,432.32000000,681698.59710000,296652970.48231940,351377
1597363200000,2020-08-14 00:00:00,ETH/USDT,424.54000000,444.71000000,417.05000000,438.11000000,1109670.94324000,477180580.06183250,502635
1597276800000,2020-08-13 00:00:00,ETH/USDT,387.18000000,431.49000000,376.59000000,424.54000000,1511330.77320000,604810975.13185700,634978
1597190400000,2020-08-12 00:00:00,ETH/USDT,378.99000000,389.23000000,365.85000000,387.18000000,751848.79830000,285872467.64409370,349082
1597104000000,2020-08-11 00:00:00,ETH/USDT,395.43000000,398.21000000,367.00000000,379.00000000,992412.60230000,381981614.62167230,459623
1597017600000,2020-08-10 00:00:00,ETH/USDT,390.14000000,399.18000000,385.13000000,395.44000000,826969.90633000,326372434.89705910,395123
1596931200000,2020-08-09 00:00:00,ETH/USDT,397.05000000,400.00000000,383.36000000,390.14000000,594900.58133000,233057462.92739680,319111
1596844800000,2020-08-08 00:00:00,ETH/USDT,379.34000000,397.05000000,375.79000000,397.03000000,623029.78053000,240999198.02428520,300577
1596758400000,2020-08-07 00:00:00,ETH/USDT,394.77000000,398.26000000,362.85000000,379.34000000,1041207.35946000,398625567.06391200,466548
1596672000000,2020-08-06 00:00:00,ETH/USDT,400.72000000,403.66000000,390.51000000,394.77000000,821379.08397000,325718417.71600690,388529
1596585600000,2020-08-05 00:00:00,ETH/USDT,389.59000000,407.00000000,384.11000000,400.72000000,1124119.06720000,444335097.14939300,459722
1596499200000,2020-08-04 00:00:00,ETH/USDT,385.91000000,402.98000000,380.77000000,389.61000000,1180792.42379000,461794422.20486850,503335
1596412800000,2020-08-03 00:00:00,ETH/USDT,372.45000000,398.00000000,366.50000000,385.94000000,1191565.09389000,462170587.47850270,534803
1596326400000,2020-08-02 00:00:00,ETH/USDT,387.01000000,415.85000000,325.00000000,372.42000000,2324909.09616000,878397036.29751910,960835
1596240000000,2020-08-01 00:00:00,ETH/USDT,346.32000000,392.67000000,343.07000000,387.00000000,1440843.34203000,527543444.86288410,598900
1596153600000,2020-07-31 00:00:00,ETH/USDT,334.82000000,349.45000000,328.40000000,346.33000000,948088.44982000,323282981.01591960,461788
1596067200000,2020-07-30 00:00:00,ETH/USDT,317.76000000,342.00000000,314.05000000,334.87000000,1008827.56698000,328286452.51829110,410721
1595980800000,2020-07-29 00:00:00,ETH/USDT,316.77000000,325.00000000,312.38000000,317.71000000,792802.32148000,254201662.13340940,347597
1595894400000,2020-07-28 00:00:00,ETH/USDT,321.95000000,326.80000000,305.86000000,316.77000000,1093231.55578000,346187853.27592900,458451
1595808000000,2020-07-27 00:00:00,ETH/USDT,311.02000000,333.31000000,310.78000000,321.93000000,1636122.34727000,527292799.28791380,645395
1595721600000,2020-07-26 00:00:00,ETH/USDT,305.31000000,318.75000000,299.00000000,311.00000000,1270368.75300000,392346895.32267080,486058
1595635200000,2020-07-25 00:00:00,ETH/USDT,279.15000000,308.94000000,279.09000000,305.26000000,1058927.30554000,308799629.36114330,424683
1595548800000,2020-07-24 00:00:00,ETH/USDT,275.31000000,287.34000000,266.00000000,279.15000000,926033.06692000,256347245.54814900,362608
1595462400000,2020-07-23 00:00:00,ETH/USDT,263.75000000,279.98000000,259.70000000,275.30000000,1068774.57879000,287217202.72012160,378573
1595376000000,2020-07-22 00:00:00,ETH/USDT,245.53000000,269.61000000,241.51000000,263.74000000,718417.68296000,180692677.21395630,273546
1595289600000,2020-07-21 00:00:00,ETH/USDT,236.00000000,246.66000000,235.57000000,245.59000000,637462.08074000,154502240.94119890,240019
1595203200000,2020-07-20 00:00:00,ETH/USDT,239.12000000,239.72000000,234.05000000,236.01000000,396657.91938000,94314378.93819910,164435
1595116800000,2020-07-19 00:00:00,ETH/USDT,235.67000000,239.92000000,233.28000000,239.11000000,348803.52073000,82120072.99362800,144896
1595030400000,2020-07-18 00:00:00,ETH/USDT,232.66000000,236.80000000,232.32000000,235.67000000,341356.61820000,80046747.83223330,136494
1594944000000,2020-07-17 00:00:00,ETH/USDT,233.58000000,234.84000000,231.65000000,232.67000000,325600.21444000,75931058.42265300,149088
1594857600000,2020-07-16 00:00:00,ETH/USDT,238.59000000,239.39000000,230.02000000,233.57000000,587161.73894000,137208323.20157330,222138
1594771200000,2020-07-15 00:00:00,ETH/USDT,240.45000000,241.45000000,236.83000000,238.61000000,368350.66518000,88059682.48343640,154984
1594684800000,2020-07-14 00:00:00,ETH/USDT,239.50000000,242.09000000,237.00000000,240.44000000,426320.89188000,102105027.13193080,172704
1594598400000,2020-07-13 00:00:00,ETH/USDT,242.76000000,245.33000000,237.33000000,239.50000000,604093.04245000,146193291.91067610,240032
1594512000000,2020-07-12 00:00:00,ETH/USDT,239.19000000,244.00000000,236.52000000,242.79000000,469315.11720000,112487552.43401240,201729
1594425600000,2020-07-11 00:00:00,ETH/USDT,241.27000000,241.67000000,237.54000000,239.19000000,294476.00626000,70548557.67783910,140265
1594339200000,2020-07-10 00:00:00,ETH/USDT,241.97000000,242.16000000,235.72000000,241.26000000,455025.12385000,108806462.46509650,181124
1594252800000,2020-07-09 00:00:00,ETH/USDT,246.94000000,247.90000000,237.88000000,241.98000000,647641.58291000,157541370.00481820,243580
1594166400000,2020-07-08 00:00:00,ETH/USDT,239.39000000,248.88000000,237.78000000,246.95000000,958185.83708000,233460700.75518140,309582
1594080000000,2020-07-07 00:00:00,ETH/USDT,241.60000000,243.77000000,234.40000000,239.39000000,600424.97209000,143122828.37511880,213589
1593993600000,2020-07-06 00:00:00,ETH/USDT,227.54000000,242.00000000,226.93000000,241.60000000,864817.50700000,203334727.85013950,268187
1593907200000,2020-07-05 00:00:00,ETH/USDT,229.24000000,229.85000000,223.05000000,227.56000000,355747.12006000,80528660.61919430,152077
1593820800000,2020-07-04 00:00:00,ETH/USDT,224.86000000,230.71000000,224.43000000,229.17000000,307726.46593000,69899468.27991880,134338
1593734400000,2020-07-03 00:00:00,ETH/USDT,226.46000000,228.13000000,223.97000000,224.87000000,314578.50040000,71286978.50356750,139167
1593648000000,2020-07-02 00:00:00,ETH/USDT,230.99000000,232.01000000,222.87000000,226.46000000,592485.91115000,134976975.12319700,210294
1593561600000,2020-07-01 00:00:00,ETH/USDT,225.59000000,232.71000000,224.16000000,230.99000000,517351.58865000,118322932.85495730,176455
1593475200000,2020-06-30 00:00:00,ETH/USDT,227.98000000,228.70000000,222.91000000,225.60000000,415036.02977000,93802207.27357360,143612
1593388800000,2020-06-29 00:00:00,ETH/USDT,224.89000000,229.96000000,221.26000000,227.93000000,597915.52242000,134510531.19766730,183558
1593302400000,2020-06-28 00:00:00,ETH/USDT,220.94000000,227.96000000,218.32000000,224.93000000,444766.56881000,99423540.13931940,144728
1593216000000,2020-06-27 00:00:00,ETH/USDT,229.66000000,231.42000000,216.00000000,220.94000000,645950.61438000,145264632.26381920,207051
1593129600000,2020-06-26 00:00:00,ETH/USDT,232.49000000,233.61000000,227.75000000,229.64000000,628340.07007000,144805505.19158240,192182
1593043200000,2020-06-25 00:00:00,ETH/USDT,234.57000000,235.39000000,227.56000000,232.50000000,613748.59348000,142697463.38010440,192323
1592956800000,2020-06-24 00:00:00,ETH/USDT,243.15000000,249.24000000,231.07000000,234.58000000,921634.05340000,220763040.43374940,289888
1592870400000,2020-06-23 00:00:00,ETH/USDT,243.11000000,244.87000000,240.75000000,243.14000000,442296.31477000,107457002.52462460,172649
1592784000000,2020-06-22 00:00:00,ETH/USDT,228.03000000,246.89000000,227.51000000,243.13000000,749030.11114000,178707156.18931390,256688
1592697600000,2020-06-21 00:00:00,ETH/USDT,228.88000000,231.49000000,227.11000000,228.04000000,256305.23734000,58868166.50610440,109238
1592611200000,2020-06-20 00:00:00,ETH/USDT,229.00000000,230.85000000,225.62000000,228.89000000,303704.98826000,69343699.90954830,129778
1592524800000,2020-06-19 00:00:00,ETH/USDT,231.26000000,231.95000000,226.74000000,229.00000000,397284.59808000,91117706.15513940,160682
1592438400000,2020-06-18 00:00:00,ETH/USDT,233.82000000,234.65000000,227.93000000,231.27000000,334347.79917000,77542070.33327090,145815
1592352000000,2020-06-17 00:00:00,ETH/USDT,235.31000000,237.30000000,227.65000000,233.82000000,478187.29170000,111415059.05626230,189653
1592265600000,2020-06-16 00:00:00,ETH/USDT,230.86000000,236.00000000,228.70000000,235.30000000,499194.66758000,116456364.23126830,188136
1592179200000,2020-06-15 00:00:00,ETH/USDT,231.74000000,233.55000000,218.27000000,230.86000000,875026.92057000,197907504.77877360,308126
1592092800000,2020-06-14 00:00:00,ETH/USDT,238.13000000,238.59000000,229.83000000,231.77000000,304943.21188000,71575514.08027260,158093
1592006400000,2020-06-13 00:00:00,ETH/USDT,237.55000000,238.73000000,234.66000000,238.11000000,253797.78090000,60087772.65246530,134555
1591920000000,2020-06-12 00:00:00,ETH/USDT,230.46000000,239.38000000,228.19000000,237.55000000,446515.34124000,105069425.09010670,181977
1591833600000,2020-06-11 00:00:00,ETH/USDT,247.78000000,250.09000000,226.20000000,230.51000000,816456.89161000,195063781.27644910,312655
1591747200000,2020-06-10 00:00:00,ETH/USDT,243.79000000,250.28000000,242.00000000,247.78000000,431285.61715000,105797248.24742570,185330
1591660800000,2020-06-09 00:00:00,ETH/USDT,246.37000000,249.82000000,238.00000000,243.80000000,420327.17133000,102374504.57389720,185974
1591574400000,2020-06-08 00:00:00,ETH/USDT,244.57000000,247.70000000,240.59000000,246.40000000,383116.54719000,93355224.96830870,159981
1591488000000,2020-06-07 00:00:00,ETH/USDT,241.94000000,245.37000000,234.60000000,244.56000000,571102.55515000,137165732.64761660,226478
1591401600000,2020-06-06 00:00:00,ETH/USDT,240.04000000,244.70000000,237.83000000,241.94000000,389423.07798000,93979350.81263390,161709
1591315200000,2020-06-05 00:00:00,ETH/USDT,243.22000000,247.87000000,239.14000000,240.03000000,502547.41103000,122084004.51697550,205337
1591228800000,2020-06-04 00:00:00,ETH/USDT,244.54000000,246.60000000,236.00000000,243.21000000,669369.33920000,162460397.62767410,253226
1591142400000,2020-06-03 00:00:00,ETH/USDT,237.71000000,245.00000000,232.71000000,244.52000000,502928.13371000,120179301.17898640,213792
1591056000000,2020-06-02 00:00:00,ETH/USDT,248.23000000,253.80000000,225.00000000,237.71000000,955520.91863000,230680327.30929150,355417
1590969600000,2020-06-01 00:00:00,ETH/USDT,231.56000000,250.68000000,230.66000000,248.23000000,823816.69936000,198791911.84704420,318497
1590883200000,2020-05-31 00:00:00,ETH/USDT,243.71000000,245.39000000,229.58000000,231.57000000,821608.68884000,194867426.29418620,320066
1590796800000,2020-05-30 00:00:00,ETH/USDT,220.63000000,247.00000000,218.80000000,243.66000000,1019550.75146000,238678839.80930440,341862
1590710400000,2020-05-29 00:00:00,ETH/USDT,220.24000000,224.79000000,217.57000000,220.67000000,603058.07590000,133220045.49547060,217959
1590624000000,2020-05-28 00:00:00,ETH/USDT,208.29000000,220.50000000,204.67000000,220.21000000,643945.97769000,136361627.34641550,219160
1590537600000,2020-05-27 00:00:00,ETH/USDT,200.92000000,208.44000000,200.76000000,208.29000000,494816.72727000,101445351.02566320,167619
1590451200000,2020-05-26 00:00:00,ETH/USDT,204.22000000,205.00000000,196.90000000,200.89000000,477176.73530000,96116808.85809130,167702
1590364800000,2020-05-25 00:00:00,ETH/USDT,199.90000000,205.67000000,198.01000000,204.15000000,469931.62492000,95411610.79763470,171792
1590278400000,2020-05-24 00:00:00,ETH/USDT,206.60000000,210.55000000,199.50000000,199.90000000,673535.05784000,138917619.23362070,204534
1590192000000,2020-05-23 00:00:00,ETH/USDT,207.36000000,211.20000000,204.55000000,206.60000000,478559.92006000,99461068.10466470,150729
1590105600000,2020-05-22 00:00:00,ETH/USDT,198.72000000,209.19000000,196.24000000,207.36000000,787672.36081000,159972608.53416610,217659
1590019200000,2020-05-21 00:00:00,ETH/USDT,209.99000000,211.64000000,191.71000000,198.74000000,1003923.43420000,203445710.96284490,258415
1589932800000,2020-05-20 00:00:00,ETH/USDT,214.60000000,215.75000000,204.27000000,209.98000000,679532.61037000,143704806.17524080,195172
1589846400000,2020-05-19 00:00:00,ETH/USDT,214.92000000,215.95000000,209.45000000,214.58000000,643702.98849000,136846948.55680560,186027
1589760000000,2020-05-18 00:00:00,ETH/USDT,207.02000000,217.07000000,207.00000000,214.91000000,1064139.24850000,226789027.15008040,249528
1589673600000,2020-05-17 00:00:00,ETH/USDT,200.44000000,209.85000000,199.68000000,207.00000000,708711.89315000,145341278.68135490,180088
1589587200000,2020-05-16 00:00:00,ETH/USDT,194.87000000,203.50000000,193.21000000,200.45000000,669900.03754000,134060788.49418390,174447
1589500800000,2020-05-15 00:00:00,ETH/USDT,203.29000000,204.08000000,191.66000000,194.86000000,904749.63570000,179634085.62276920,230721
1589414400000,2020-05-14 00:00:00,ETH/USDT,199.61000000,206.02000000,195.67000000,203.29000000,1114700.24937000,224233786.12670990,285245
1589328000000,2020-05-13 00:00:00,ETH/USDT,189.77000000,201.00000000,188.35000000,199.58000000,806143.00704000,156637596.36492460,212710
1589241600000,2020-05-12 00:00:00,ETH/USDT,185.80000000,192.24000000,185.48000000,189.76000000,669755.79567000,126810812.16817080,193978
1589155200000,2020-05-11 00:00:00,ETH/USDT,187.62000000,193.50000000,176.00000000,185.73000000,1093299.81927000,203391530.20617390,303669
1589068800000,2020-05-10 00:00:00,ETH/USDT,210.09000000,210.18000000,179.59000000,187.54000000,1473226.05475000,278394290.75973460,426358
1588982400000,2020-05-09 00:00:00,ETH/USDT,211.32000000,214.60000000,208.40000000,210.07000000,587871.98073000,124626471.42703530,194059
1588896000000,2020-05-08 00:00:00,ETH/USDT,212.01000000,216.61000000,206.90000000,211.31000000,917908.19440000,194579529.42776330,262122
1588809600000,2020-05-07 00:00:00,ETH/USDT,198.92000000,215.10000000,196.43000000,212.00000000,1305778.73764000,271197927.66502780,380313
1588723200000,2020-05-06 00:00:00,ETH/USDT,205.30000000,210.77000000,197.71000000,198.97000000,862700.67849000,178157452.60084120,271299
1588636800000,2020-05-05 00:00:00,ETH/USDT,206.47000000,211.68000000,201.00000000,205.29000000,640644.66268000,131906204.90781300,246124
1588550400000,2020-05-04 00:00:00,ETH/USDT,209.86000000,210.65000000,194.88000000,206.48000000,1114249.32658000,225451167.65536830,349701
1588464000000,2020-05-03 00:00:00,ETH/USDT,213.89000000,219.30000000,203.92000000,209.86000000,748383.91311000,158874887.07834110,268841
1588377600000,2020-05-02 00:00:00,ETH/USDT,212.01000000,215.37000000,210.36000000,213.90000000,443494.67248000,94389501.51781640,185802
1588291200000,2020-05-01 00:00:00,ETH/USDT,206.07000000,217.14000000,205.91000000,212.02000000,794913.95828000,168339123.35791390,291365
1588204800000,2020-04-30 00:00:00,ETH/USDT,215.40000000,227.30000000,202.00000000,206.08000000,1749691.00151000,374893029.77430840,557268
1588118400000,2020-04-29 00:00:00,ETH/USDT,196.24000000,218.77000000,196.22000000,215.36000000,1620422.72431000,338324593.63729170,445147
1588032000000,2020-04-28 00:00:00,ETH/USDT,196.33000000,198.50000000,192.36000000,196.24000000,636829.89397000,124476041.88938340,183819
1587945600000,2020-04-27 00:00:00,ETH/USDT,197.39000000,199.05000000,189.29000000,196.34000000,896627.37271000,174775637.92727570,238341
1587859200000,2020-04-26 00:00:00,ETH/USDT,194.21000000,200.00000000,192.30000000,197.38000000,758525.81533000,148433709.77718670,228826
1587772800000,2020-04-25 00:00:00,ETH/USDT,187.60000000,198.36000000,185.76000000,194.21000000,866478.04928000,167703202.42505130,244755
1587686400000,2020-04-24 00:00:00,ETH/USDT,185.57000000,189.80000000,184.72000000,187.59000000,780904.21257000,146419748.08164820,222074
1587600000000,2020-04-23 00:00:00,ETH/USDT,182.70000000,193.63000000,178.16000000,185.51000000,1457867.08713000,270862911.36856540,363772
1587513600000,2020-04-22 00:00:00,ETH/USDT,170.73000000,184.00000000,169.78000000,182.70000000,988698.39076000,176079076.92749950,246896
1587427200000,2020-04-21 00:00:00,ETH/USDT,170.21000000,174.70000000,168.00000000,170.74000000,906381.65398000,155292048.43579020,228262
1587340800000,2020-04-20 00:00:00,ETH/USDT,180.02000000,186.46000000,166.70000000,170.20000000,1547821.52737000,273854539.80380100,365589
1587254400000,2020-04-19 00:00:00,ETH/USDT,187.40000000,188.35000000,175.75000000,180.03000000,995759.57750000,181415813.50269480,270668
1587168000000,2020-04-18 00:00:00,ETH/USDT,170.61000000,189.54000000,170.48000000,187.40000000,1127296.36979000,203132211.95640910,286172
1587081600000,2020-04-17 00:00:00,ETH/USDT,172.31000000,174.96000000,168.31000000,170.69000000,723537.75591000,123553456.31967860,191289
1586995200000,2020-04-16 00:00:00,ETH/USDT,152.74000000,174.79000000,148.33000000,172.29000000,1647207.59991000,273639160.06938750,389854
1586908800000,2020-04-15 00:00:00,ETH/USDT,158.46000000,161.29000000,152.00000000,152.73000000,729119.66505000,114640840.11551650,186226
1586822400000,2020-04-14 00:00:00,ETH/USDT,156.28000000,161.85000000,155.23000000,158.45000000,698030.65089000,110710086.10400900,178490
1586736000000,2020-04-13 00:00:00,ETH/USDT,158.56000000,158.97000000,150.00000000,156.29000000,1042091.03622000,160423270.30371500,255965
1586649600000,2020-04-12 00:00:00,ETH/USDT,158.33000000,164.78000000,155.00000000,158.59000000,809100.24594000,129919934.44376530,223429
1586563200000,2020-04-11 00:00:00,ETH/USDT,157.81000000,161.37000000,153.91000000,158.33000000,621599.61289000,98275533.06263670,168046
1586476800000,2020-04-10 00:00:00,ETH/USDT,169.56000000,170.10000000,152.11000000,157.81000000,1314841.36200000,209535613.32367140,323430
1586390400000,2020-04-09 00:00:00,ETH/USDT,173.15000000,173.38000000,165.19000000,169.52000000,719837.24423000,122531131.95595830,212541
1586304000000,2020-04-08 00:00:00,ETH/USDT,164.62000000,174.48000000,163.59000000,173.11000000,1023575.92076000,173916484.78615510,287799
1586217600000,2020-04-07 00:00:00,ETH/USDT,171.32000000,176.22000000,162.22000000,164.63000000,1717962.82538000,292710722.58224840,446557
1586131200000,2020-04-06 00:00:00,ETH/USDT,142.69000000,172.00000000,142.60000000,171.32000000,1636338.73110000,257097597.78387530,432858
1586044800000,2020-04-05 00:00:00,ETH/USDT,144.10000000,145.58000000,140.68000000,142.68000000,414987.45246000,59383946.12744140,134223
1585958400000,2020-04-04 00:00:00,ETH/USDT,141.30000000,146.28000000,138.88000000,144.10000000,573508.14086000,81640622.82843230,178768
1585872000000,2020-04-03 00:00:00,ETH/USDT,141.27000000,146.72000000,137.26000000,141.31000000,797546.11446000,113731706.71499980,239800
1585785600000,2020-04-02 00:00:00,ETH/USDT,135.65000000,149.76000000,135.01000000,141.28000000,1138977.66114000,159989506.60494540,314519
1585699200000,2020-04-01 00:00:00,ETH/USDT,132.72000000,136.99000000,128.62000000,135.69000000,680922.24747000,90063924.23039740,199637
1585612800000,2020-03-31 00:00:00,ETH/USDT,132.09000000,135.00000000,130.38000000,132.72000000,547669.27789000,72618183.48059540,172692
1585526400000,2020-03-30 00:00:00,ETH/USDT,124.47000000,135.42000000,124.06000000,132.06000000,764831.92747000,100271145.86256300,241576
1585440000000,2020-03-29 00:00:00,ETH/USDT,130.94000000,131.84000000,123.81000000,124.50000000,543997.00000000,69434202.20547170,182914
1585353600000,2020-03-28 00:00:00,ETH/USDT,131.33000000,132.97000000,124.88000000,130.98000000,896032.10594000,115166651.97007420,274768
1585267200000,2020-03-27 00:00:00,ETH/USDT,138.40000000,141.27000000,129.68000000,131.33000000,706948.54559000,96581886.87894690,224835
1585180800000,2020-03-26 00:00:00,ETH/USDT,136.11000000,139.74000000,133.26000000,138.40000000,751060.63102000,101918769.67229330,248508
1585094400000,2020-03-25 00:00:00,ETH/USDT,138.42000000,142.33000000,132.54000000,136.10000000,1034248.74369000,141795323.02687100,317580
1585008000000,2020-03-24 00:00:00,ETH/USDT,135.89000000,143.36000000,132.20000000,138.42000000,1244377.16334000,171156363.69230240,381573
1584921600000,2020-03-23 00:00:00,ETH/USDT,122.31000000,137.50000000,119.50000000,135.92000000,1436796.12449000,184851609.12426900,416820
1584835200000,2020-03-22 00:00:00,ETH/USDT,132.63000000,137.13000000,121.10000000,122.32000000,1055699.86532000,135927941.07951970,337273
1584748800000,2020-03-21 00:00:00,ETH/USDT,133.49000000,137.49000000,125.69000000,132.66000000,1231842.11121000,162468451.77231490,401288
1584662400000,2020-03-20 00:00:00,ETH/USDT,136.30000000,152.55000000,116.74000000,133.48000000,2504057.63799000,345856006.74779890,707216
1584576000000,2020-03-19 00:00:00,ETH/USDT,118.11000000,143.13000000,115.46000000,136.30000000,1801071.18816000,231626928.16070490,489147
1584489600000,2020-03-18 00:00:00,ETH/USDT,115.67000000,118.50000000,109.86000000,118.11000000,1201850.31275000,137550912.08551710,346312
1584403200000,2020-03-17 00:00:00,ETH/USDT,111.02000000,120.80000000,109.38000000,115.67000000,1295108.48480000,150800664.07195460,378258
1584316800000,2020-03-16 00:00:00,ETH/USDT,123.82000000,124.33000000,101.10000000,111.02000000,2442064.14448000,270353891.80500360,663277
1584230400000,2020-03-15 00:00:00,ETH/USDT,122.54000000,133.50000000,120.16000000,123.78000000,1312950.90137000,163436235.26909020,346579
1584144000000,2020-03-14 00:00:00,ETH/USDT,134.06000000,134.68000000,120.00000000,122.54000000,1237674.88642000,159192895.55261970,398146
1584057600000,2020-03-13 00:00:00,ETH/USDT,107.67000000,139.68000000,86.00000000,134.06000000,4663239.92861000,560710331.84217540,1199923
1583971200000,2020-03-12 00:00:00,ETH/USDT,194.61000000,195.55000000,101.20000000,107.82000000,3814533.14046000,548668262.23472350,937284
1583884800000,2020-03-11 00:00:00,ETH/USDT,200.74000000,203.18000000,181.73000000,194.61000000,1079824.90167000,208232375.18620150,344156
1583798400000,2020-03-10 00:00:00,ETH/USDT,202.79000000,206.20000000,195.54000000,200.70000000,1020260.10700000,205536190.19393920,332398
1583712000000,2020-03-09 00:00:00,ETH/USDT,199.43000000,208.62000000,190.00000000,202.81000000,1661331.83553000,332570408.53515290,473504
1583625600000,2020-03-08 00:00:00,ETH/USDT,237.23000000,237.23000000,195.50000000,199.43000000,1278973.53741000,277970187.86826010,412787
1583539200000,2020-03-07 00:00:00,ETH/USDT,244.93000000,251.93000000,236.00000000,237.23000000,633748.89662000,154037325.61130680,238113
1583452800000,2020-03-06 00:00:00,ETH/USDT,228.38000000,245.16000000,227.33000000,244.88000000,628147.32570000,148563741.83299240,234091
1583366400000,2020-03-05 00:00:00,ETH/USDT,224.26000000,234.09000000,224.23000000,228.38000000,601479.87587000,138081898.28666810,227242
1583280000000,2020-03-04 00:00:00,ETH/USDT,223.84000000,228.85000000,220.23000000,224.26000000,443780.33772000,99650220.54162080,167247
1583193600000,2020-03-03 00:00:00,ETH/USDT,232.10000000,232.46000000,219.57000000,223.91000000,741498.54825000,168090325.53879240,253103
1583107200000,2020-03-02 00:00:00,ETH/USDT,217.81000000,234.40000000,216.07000000,231.97000000,810051.48330000,182948651.67645310,258680
1583020800000,2020-03-01 00:00:00,ETH/USDT,217.29000000,227.89000000,212.36000000,217.81000000,715016.01941000,157064953.84227790,265577
1582934400000,2020-02-29 00:00:00,ETH/USDT,226.76000000,233.00000000,217.00000000,217.21000000,546866.68510000,123635801.01782530,211771
1582848000000,2020-02-28 00:00:00,ETH/USDT,227.73000000,234.67000000,214.01000000,226.76000000,1054994.92397000,236064804.33459430,347125
1582761600000,2020-02-27 00:00:00,ETH/USDT,223.98000000,238.30000000,210.00000000,227.79000000,1273793.11658000,287322727.29672570,415969
1582675200000,2020-02-26 00:00:00,ETH/USDT,246.67000000,250.32000000,215.66000000,223.93000000,1395879.41507000,324229460.62116020,454355
1582588800000,2020-02-25 00:00:00,ETH/USDT,265.47000000,266.22000000,244.44000000,246.67000000,774791.01027000,197442911.54473170,277457
