balance,n_barrels,estimated_total_balance,buy_or_sell_ratio,price
1000,0,1000,0,90.99
997.3586977145642,0.028873002682944616,1000.0,0.002641302285435774,91.48
886.843798894781,1.24158998742763,999.9898944490609,0.11080757512119438,91.13
888.3054285357803,1.225322545680282,998.4006592651536,-0.013102104488657604,89.85
785.6390467455037,2.348832961419793,1000.2754027600444,0.11557554247923991,91.38
745.3338722770375,2.788893824706901,1000.7686576819425,0.05130240742925099,91.59
778.1469556011868,2.421816038330915,994.6330912675874,-0.13162128408189358,89.39
652.3349688075521,3.815082780231632,996.8369438624684,0.16168152543427214,90.3
472.77985760684777,5.846938740407079,989.4738340966214,0.2752498636228645,88.37
587.6528365122858,4.542601521087924,987.7197524744993,-0.22308036345671442,88.07
592.8529858325334,4.484330013689363,993.0345962541721,-0.012827783182841293,89.24
618.3563822141701,4.204411273906279,1001.4202933797712,-0.062421529844720054,91.11
506.3590181928015,5.423761998145459,1004.5315577224619,0.18112106099776276,91.85
457.5242119284965,5.9581181231515306,1002.036627203315,0.09644304635591697,91.39
388.56853805177957,6.711485039755015,1002.8707637405561,0.15071480826351014,91.53
435.65824280024293,6.1961676316956655,1001.8640409845927,-0.07678142840323754,91.38
349.31517512146235,7.146559130636564,998.5800721397941,0.1981899094202848,90.85
266.77626474635827,8.078570313733945,982.2144517306364,0.23628778894705615,88.56
389.79735895941525,6.684089535984489,979.4677378239669,-0.17261479737061566,88.22
444.9170980989693,6.048630242238189,969.5752853107098,-0.09507043409954921,86.74
426.4577104559502,6.265595306213496,959.5345591085944,0.04148949932895793,85.08
452.85025101155105,5.959239641029504,966.2387460862428,-0.0488949014757119,86.15
404.8413695392725,6.527728468409949,956.1080386964927,0.10601491633280331,84.45
474.68505764816865,5.735400753050945,980.2606340296095,-0.12137877964645212,88.15
392.0342456126579,6.643751253496167,996.549172168274,0.1741171555831248,90.99
365.4612449470683,6.940523653156538,986.9157328507048,0.06778234545316884,89.54
398.75021040177654,6.56973989892722,988.5814585274625,-0.05342302292431306,89.78
290.5446253341846,7.77982248747108,986.2163521638486,0.2713618256365686,89.42
255.66106016627336,8.176813100512064,974.1576273082685,0.12006267583779312,87.87
407.67423081672143,6.415362687413013,961.3200307404644,-0.21542016326492064,86.3
300.13203636953415,7.668038219704071,958.4331175311286,0.2637944376119647,85.85
363.8575196089565,6.92349466041651,956.4394275940056,-0.09709700681647038,85.59
554.2970508791863,4.694567562216255,955.400903394943,-0.3219367107977469,85.44
393.82080818082125,6.596170153736162,950.471607454616,0.2895130732588764,84.39
406.40147129405756,6.445791679994394,945.6564032423885,-0.022797846361891028,83.66
291.1377161313271,7.832339919651924,942.2401336519915,0.2836204179962963,83.13
201.80393471084344,8.898375497461991,947.4878013981584,0.30684372539415944,83.8
187.61386801027976,9.065219315222881,958.6107707699857,0.07031610518841494,85.05
235.08583450343434,8.506922637660203,958.4294663836815,-0.06158667078524534,85.03
223.13035356015828,8.635961827549853,1023.2522168826522,0.050855811744375444,92.65
222.4937585829397,8.64259026338095,1052.5281274780461,0.002853018278604271,96.04
344.77769784190866,7.366539556306244,1050.713183522736,-0.1476467896993093,95.83
275.7522927690413,8.081680512303627,1055.7960958165875,0.2002026392801012,96.52
257.95694913083173,8.264948726909287,1060.4834705137234,0.0645338011862487,97.1
173.3483012110511,9.114177352020002,1081.3937907928039,0.3279952263541016,99.63
119.98580374031057,9.635957908104293,1105.4552190021366,0.30783397990022315,102.27
108.58777913186061,9.747790959600074,1102.0826337343,0.09499477649138474,101.92
98.99434871731856,9.839734896868064,1125.6722878565324,0.08834723843916667,104.34
104.68695447482084,9.785709977464986,1135.8072148003064,-0.005490485258934505,105.37
194.31702450431328,8.932577767018646,1132.7736447072923,-0.0871814321506538,105.06
241.92781468243967,8.476492029130664,1126.7888176033898,-0.05105869210251562,104.39
310.0636989402133,7.81323996782653,1112.7178408350328,-0.07824605497472,102.73
531.0542840113889,5.6282430816175575,1100.2947892861885,-0.27965311384347386,101.14
528.6933700825001,5.651572270638198,1100.6324838710857,0.004445711107074231,101.2
637.5432926236346,4.532062628129359,1078.1957419566522,-0.198088175979818,97.23
510.4364826388164,5.829203254568976,1081.6401095540305,0.1993696921533672,97.99
384.4064185351366,7.071245869171123,1101.9257368799304,0.24690645827692215,101.47
331.8440109353358,7.591356769624326,1099.0265260735703,0.13673655034195614,101.06
342.7800624536357,7.484517657487751,1108.895289874082,-0.01407378356449749,102.36
243.35193607421212,8.435709912145969,1125.1366931908303,0.2900639134835102,104.53
230.55647288155836,8.557328229726558,1130.8729759310895,0.05258007558547505,105.21
386.0694218567943,7.076816529657671,1129.4182301320361,-0.1730109749589675,105.04
423.9687100269753,6.715492397994204,1128.3567076525874,-0.051057439478503115,104.89
316.0426104694377,7.7578537999406745,1119.2907929152952,0.25456147353579633,103.54
350.4774073962177,7.427828910859018,1125.4970759552477,-0.04254074613834304,104.34
253.8034573773722,8.359177176936528,1121.4860483433838,0.27583504094332323,103.8
271.09276103837584,8.196362376475058,1141.4644817962621,-0.019477371637807495,106.19
368.19078270507237,7.2935448807363645,1152.6115346282684,-0.11014855789318591,107.55
391.3079770922165,7.079773895096045,1156.9147261079029,-0.029309614067766845,108.14
292.2484757307576,7.998522748383551,1154.649198461472,0.2531497111241214,107.82
289.7415476894836,8.021653658526327,1159.128371200567,0.008578070544270658,108.38
214.13032476832038,8.71015505099731,1170.6795524688448,0.2609609271577297,109.82
200.9442947868964,8.827604324903286,1192.0194323437881,0.06157946099269543,112.27
412.1236453050045,6.899025781358919,1167.5669683638062,-0.21847133973865504,109.5
787.5356138967572,3.349030806496008,1141.6956216837102,-0.5145646772990692,105.75
766.0037989774959,3.5510178132433006,1144.5422978692318,0.027340750741063107,106.6
821.5566863475788,3.035350057092898,1148.5549479981967,-0.1452168880221472,107.73
741.242982457094,3.7710256446213846,1152.9258520804106,0.09775795781973134,109.17
719.8361763642876,3.971651756081614,1143.6114187381959,0.028879607091653714,106.7
745.563714429918,3.7316112815002507,1145.517811581115,-0.060438449623333654,107.18
742.6298010241336,3.7580810884813447,1159.1755088714058,0.003935161206212736,110.84
794.2151579419127,3.296343199851027,1162.4826202292695,-0.12286533413170911,111.72
760.9021545889499,3.5946329863209665,1162.3507665012755,0.04194455749155984,111.68
703.1713914202583,4.111378091661923,1162.4945518207282,0.07587146760003406,111.72
742.1017434073689,3.764745093824592,1164.920264894809,-0.08431065937241805,112.31
788.1166821360956,3.3552866605737757,1165.1837970513766,-0.10876126352417904,112.38
839.710925864193,2.9002708414707037,1168.572636578556,-0.13561160792898141,113.39
885.6879443756544,2.493502563036116,1167.5285390756267,-0.1402518249738079,113.03
930.7234292875846,2.0863101135611593,1161.4693278474488,-0.16330139600063395,110.6
899.2250196518934,2.3758441666514365,1157.693106541903,0.03384293190062005,108.79
931.3798515027253,2.0539417554908406,1136.5480934587054,-0.13548969906317207,99.89
947.5994012490899,1.8865055033347073,1130.345189357123,-0.08151947430277551,96.87
984.6346386099528,1.517334477010315,1136.8536333436277,-0.19569040518133773,100.32
1033.6400557713744,1.0433484323113928,1141.5118501880493,-0.3123807254632756,103.39
1047.339941148005,0.9033822964651466,1135.7630003260135,-0.1341509044453835,97.88
1055.5925567351458,0.8196249069681331,1136.3501988187159,-0.09271533195276087,98.53
805.5822765964293,3.339635794365739,1136.9075437554543,0.23684354208784505,99.21
783.3888455306703,3.568646536969794,1129.226381428413,0.02754955230584993,96.91
794.6725018072987,3.4515961606562224,1127.4063716945584,-0.032799655303761575,96.4
857.264161836004,2.822660670014087,1138.1753517158058,-0.1822158390982105,99.52
879.4039036848718,2.596721881883994,1133.8566808906844,-0.08004461553962328,97.99
843.7296976424905,2.9565222453976734,1136.86887827367,0.040566349424763185,99.15
767.5126052936135,3.7417797392043592,1130.6897467807887,0.09033354232029421,97.06
769.6936341630598,3.719778035689316,1138.4352308409416,-0.005880010328914044,99.13
748.760438803585,3.927489837232031,1144.572864599829,0.027196788995451256,100.78
785.1853559833487,3.563895135896797,1142.2163706974898,-0.09257686624377975,100.18
751.686301701512,3.896953937664909,1143.6419287518486,0.04266388060674315,100.58
799.2196075992897,3.4341174634898586,1151.9034710996982,-0.11876878238196122,102.7
901.1733692379966,2.417629311558583,1143.6615891873225,-0.29599690829977837,100.3
871.558191009825,2.7125718295166705,1143.9275284115938,0.032862908779931234,100.41
761.8829008989271,3.806262397036593,1143.5748940737567,0.12583817264550443,100.28
701.9831580433041,4.410882795296642,1138.9693165733424,0.07862066832704705,99.07
703.5138567870325,4.395449252810975,1139.4545136808251,-0.0034989690730671793,99.18
701.6576502180609,4.413869482730313,1146.4432779927945,0.0026384790449601285,100.77
700.8131223319868,4.422153228547616,1151.6516439824163,0.0012036181545396455,101.95
786.1842678684199,3.562423666247183,1139.9329379267651,-0.19441424072561977,99.3
698.1652152088056,4.467969475502474,1132.4518482276462,0.11195728057273414,97.2
698.2916724056779,4.466696886221279,1142.1473419894864,-0.00028482497209797474,99.37
572.159149181572,5.796787819724452,1121.8685381260418,0.18063014096898503,94.83
606.3871207107268,5.436303654067213,1122.5641526644085,-0.06218688295449353,94.95
603.5162592108396,5.4671664953904475,1112.0720866120591,0.004734370836442496,93.02
591.1190494473927,5.6001409645897064,1113.220191576091,0.020541633426177357,93.23
679.844414326295,4.6532320544626815,1115.8522578294483,-0.16908662051802484,93.7
745.0186472570979,3.9668985147532996,1121.7153302180711,-0.14749609124934007,94.96
831.4715534355322,3.013724245972326,1104.8163425452221,-0.24028198988101698,90.7
610.6657991886259,5.443097711115975,1105.3889501519568,0.26556020267267794,90.89
591.1846457992098,5.658002878125529,1104.082606701289,0.03190149737434159,90.65
653.805551454368,4.983935002397238,1116.8131131770715,-0.11913530096181342,92.9
517.7608604046586,6.418249088319319,1126.531786431746,0.2080812724013779,94.85
446.8847937628401,7.161964373123291,1129.4199985214896,0.13688957984662062,95.3
490.3699960909962,6.703308088679075,1125.9106359786592,-0.06404057051238847,94.81
501.35114873375704,6.590006885183812,1140.054616045772,-0.016902281977254133,96.92
576.8456316933688,5.809056404583711,1138.4071143244762,-0.1185052601926558,96.67
569.1215208642017,5.887314872964331,1150.1994988257811,0.013390256257107273,98.7
589.9628636870507,5.67066889767484,1135.4812116433704,-0.036798774987281596,96.2
535.6227848694048,6.241707977305419,1129.5837159897883,0.09210762602588302,95.16
587.6856470678551,5.707236545230165,1143.6275589387255,-0.0856290351965469,97.41
766.5234126539897,3.883105929296521,1147.2231179622206,-0.31961713895635974,98.04
802.4270296234938,3.5081334283095322,1138.3308053841315,-0.09656509706777953,95.75
856.5946043818428,2.951083091428115,1143.5579241923128,-0.15878824117298285,97.24
872.4636501039458,2.785677153111427,1139.7215161734562,-0.056049231144028336,95.94
791.8619897637553,3.612445645676721,1144.039315760779,0.09238397534451735,97.49
906.5827645123697,2.4431379833730364,1146.2790320610984,-0.3236886522301258,98.11
891.3014128701668,2.5975574623767037,1148.3556993469654,0.01685599179730978,98.96
829.7606015436164,3.215871652335012,1149.8363071005201,0.06904601567765596,99.53
830.0222307848827,3.21322813165939,1148.0354189752125,-0.0008220230660333003,98.97
875.2077614147737,2.7596036900381566,1150.0918849794743,-0.1411740539527053,99.61
746.7595291933708,4.078374041387264,1143.9931608244904,0.14676313200624083,97.4
460.1938535594659,7.018112199305861,1144.319430747801,0.3837455893511601,97.48
433.02933079926703,7.30202234521095,1131.6868287890507,0.059028434539247186,95.68
570.8601920666634,5.850865667306166,1126.5754131474032,-0.19873353015093537,94.98
698.4079531360446,4.490791439652282,1119.5543743466355,-0.23245692261468107,93.78
729.365024830234,4.153825382243015,1110.9769626968998,-0.0750348935009456,91.87
677.228928836063,4.7548178432709225,1089.7093767398155,0.07148148625073719,86.75
600.0659111593656,5.642871907912394,1090.3750512378733,0.11393934073270559,86.89
505.4110295667488,6.807568371461264,1058.6621111154057,0.15774080785515288,81.27
308.18107482025647,9.294078138814925,1045.3873527910562,0.39023674436935596,79.32
284.3656761382463,9.580837906208185,1080.054264248836,0.07727729126748067,83.05
277.94470538740615,9.65595455046228,1103.335700360922,0.02257997813955052,85.48
233.40708838713823,10.178757895928507,1100.5354735412877,0.16023912719686556,85.19
547.0148169100667,6.610167448466873,1127.9163322813356,-0.35059193704656905,87.88
728.7337872263565,4.513006798538542,1119.7858263197213,-0.31726286304815704,86.65
555.5873691145914,6.490015454758741,1123.982922642362,0.23759899862853898,87.58
556.9038769091355,6.474034539554273,1090.2348422776165,-0.002462384768706563,82.38
536.001714044968,6.727917241657607,1089.9111405506387,0.03753280185474079,82.33
468.6485107998915,7.525751916439372,1103.9724875857032,0.1256585594415206,84.42
541.1439758856593,6.676361581515319,1110.9714368679918,-0.11286451431764988,85.35
584.9375576282589,6.1610823516929925,1108.5679466986462,-0.07717964695755365,84.99
585.6985442302765,6.152145339338118,1109.5537198749173,-0.0014505588214413394,85.15
702.7672109085969,4.780836136124806,1110.9071918495715,-0.22289935097028193,85.37
818.8846110924444,3.450282679222692,1119.9907805082087,-0.27830978076161766,87.27
586.0358189523464,6.069504188110184,1125.6147412753417,0.28434872140222883,88.9
505.68115263793567,6.974297187934649,1125.0684858984118,0.1371156228267078,88.81
560.404269559732,6.3589467221548635,1125.905401560964,-0.08823117931428637,88.93
535.195646922719,6.650544439182197,1110.13521369002,0.04498292394670285,86.45
422.98629508544906,7.955456078178242,1107.075963247996,0.20966043442702498,85.99
467.24263310888796,7.460086277154749,1133.7267411098933,-0.06226793236685561,89.34
435.9636497274128,7.811338196093269,1131.5633160895184,0.06694377003518381,89.05
615.6009493604656,5.752221969212791,1117.4247939545894,-0.2636060781378427,87.24
721.2238615030736,4.554547492031614,1122.8894048253417,-0.20821075465992187,88.19
696.5408028379404,4.828165257968132,1132.0895907592455,0.03422385195865856,90.21
712.6000711527699,4.647541387595513,1125.812975923887,-0.03741045733149391,88.91
801.0492674921904,3.658176775297745,1128.090271203809,-0.2128791396970503,89.4
796.7282134356863,3.707301991947406,1122.8224966473801,0.005394242566417802,87.96
858.7699905758187,2.9833606017474934,1114.443994145579,-0.19527445883080974,85.7
771.3989887400702,3.988549302112755,1118.0836940797108,0.10173970072843944,86.92
705.6253158333407,4.755410359670521,1113.4968623822813,0.08526543833581897,85.77
756.2609414953351,4.124751178427597,1087.437213611287,-0.13261929750403703,80.29
636.6162922020407,5.62820241357832,1084.5086402746033,0.1582055117863475,79.58
599.2865991374231,6.094998625465497,1086.7036392158989,0.058637665296775554,79.97
452.11518039990347,7.843292979676944,1112.3635834291085,0.24557769012247105,84.18
465.0397521178885,7.683612083729513,1086.9513141749553,-0.02035891000899573,80.94
532.1551714706853,6.8638317080998945,1094.0970734128236,-0.10669205663903183,81.87
641.0962634947193,5.483607559816175,1073.91740819101,-0.20108653693460166,78.93
444.39050061853106,8.026997304788871,1065.1984721709023,0.30682718661299535,77.34
429.8188699085536,8.22025500651271,1049.626097399612,0.03279014895614493,75.4
385.0889467521449,8.783533222813034,1082.589319975728,0.10406691350225097,79.41
494.6317301877705,7.452838574664035,1108.1494016541137,-0.1514987891994137,82.32
376.3889037762272,8.882618821478342,1110.9814803124862,0.23905224674255388,82.7
491.2213142518039,7.533870753877019,1132.6550702368934,-0.15184126378810997,85.14
488.61221928745255,7.564372214764924,1135.6686185384442,0.00531144494070939,85.54
386.14452946294017,8.765634698053463,1133.8531692069005,0.2097116809193636,85.3
394.75247606807216,8.663110322099056,1122.1072187115087,-0.01169617255179177,83.96
480.07933867233976,7.6800819510821485,1146.71045202627,-0.11347291382279455,86.8
348.9623728130797,9.1979907940928,1143.4848176068158,0.2731152026285161,86.38
