balance,n_barrels,estimated_total_balance,buy_or_sell_ratio,price
1000,0,1000,0,90.99
967.3439345142199,0.3569749178594246,1000.0,0.032656065485780164,91.48
590.8585528868698,4.488275056423566,999.8750587787493,0.3891949576511412,91.13
553.7336264288317,4.901462885672737,994.1300667065271,0.06283217239836804,89.85
626.486358247227,4.1053069235541635,1001.6293049216065,-0.16243231473725617,91.38
702.9764246589344,3.270171358408324,1002.4914193755528,-0.20342828945486544,91.59
721.178313433635,3.0665480361720494,995.2970423870545,-0.06226686614226328,89.39
595.8534294662543,4.454420505356776,998.0876010999712,0.17377794317010273,90.3
336.93047608142666,7.384407530193571,989.4905695246325,0.4345413495677321,88.37
521.2832979521202,5.291154187730831,987.2752472655743,-0.28346936892415375,88.07
437.7405822068432,6.227311916835234,993.4658976652195,0.160263557404347,89.24
402.574726708671,6.613283330490949,1005.1109709497014,0.08033492193226784,91.11
353.08144982910136,7.152132289441082,1010.0048006142647,0.12294183811341482,91.85
305.74403706179265,7.670103760798,1006.7148197611218,0.1340693848125439,91.39
244.71306859292181,8.336890262151336,1007.7886342876335,0.19961458301977,91.53
203.83091253558248,8.784276517976892,1006.5381007483107,0.1670615970467293,91.38
139.36385344875865,9.493875407209956,1001.8824341937831,0.3162771450359371,90.85
96.91795270634805,9.97316516265723,980.1414595112724,0.30456893729633505,88.56
114.75211993050655,9.771009560479056,976.7505833559688,-0.020269954310504178,88.22
149.73578892521863,9.367693109075873,962.2894892064598,-0.041276845438211716,86.74
148.42103225500915,9.383146290437056,946.7391186453938,0.008780510522211123,85.08
218.45026521237867,8.570270690235436,956.7790851761615,-0.08663145335696953,86.15
163.87806727644113,9.216477889003198,942.2096250027612,0.24981520568483678,84.45
453.850450392696,5.926944331246478,976.3105931920732,-0.35691872723762347,88.15
419.2822815367712,6.306856067216637,993.1431150928131,0.0761664306513622,90.99
300.36294971618605,7.634970114799675,983.998173795349,0.28362594141759817,89.54
270.90475883849246,7.963085406375678,985.830566622901,0.09807531489995262,89.78
133.91947136941215,9.495016601511892,982.9638558766055,0.5056584759027728,89.42
126.63607474325158,9.577904920917383,968.2465801442621,0.054386390206615856,87.87
298.2759294993814,7.589030590023643,953.2092694184219,-0.20765233600828475,86.3
188.07555617947546,8.872669184314919,949.7942056529113,0.369457815469265,85.85
327.55762773040175,7.243015351496526,947.4873116649894,-0.18367120411739132,85.59
705.4486249566503,2.820133829653729,946.4008593622649,-0.6106409150339516,85.44
466.4418996181123,5.652302633286126,943.4397188411285,0.3388010365081155,84.39
453.46033306842634,5.807473163404294,939.3135379188295,0.027831047254361814,83.66
259.1813722277759,8.144523095325988,936.2355771422253,0.4284365062893694,83.13
144.55525115209588,9.512376568782791,941.6924076160938,0.4422621891782537,83.8
157.43462615510973,9.360943588147707,953.5828783270722,-0.01591957378264944,85.05
121.35837744913988,9.785220298790655,953.3956594553093,0.22915066136992226,85.03
86.74220195711243,10.158843347814157,1027.959038132094,0.28523927412044336,92.65
259.15536051429694,8.363620955506946,1062.397517081184,-0.1767152352726733,96.04
322.74963047886376,7.700005490990961,1060.6411566805275,-0.07934547345537381,95.83
236.62629050782866,8.592290405734383,1065.9541604693113,0.2668425672347134,96.52
169.87285160799507,9.279761455166243,1070.9376889046373,0.28210491216581474,97.1
100.3490445740684,9.977581459521625,1094.4154853862078,0.4092696765599862,99.63
66.34389962300547,10.310085076917371,1120.7563004393448,0.33886864688545665,102.27
52.64255153255971,10.44451745614074,1117.1477706624241,0.20652008953803896,101.92
37.05059057669933,10.593951622863573,1142.4235029062845,0.2961855096673395,104.34
25.13021258882574,10.707080388051706,1153.335273077834,0.3217324691005107,105.37
237.9642868738225,8.681246823564777,1150.016078157538,-0.1892050391951485,105.06
230.41780545943206,8.753538052747556,1144.1996427857493,0.031712663751060424,104.39
417.30523221964694,6.93432821375004,1129.6687696181884,-0.20782566181071252,102.73
800.4954387924811,3.145617450720238,1118.643187758326,-0.5463702677812666,101.14
868.305442474404,2.4755581258000507,1118.8319248053692,-0.21301360874850397,101.2
896.4050690484289,2.186556515453194,1109.003959045943,-0.11674200146419797,97.23
678.5518499316024,4.409775406328044,1110.6657419976873,0.24302988307293572,97.99
576.370946006117,5.416781456643264,1126.011760411709,0.15058672957090186,101.47
542.9934914233188,5.7470551018322436,1123.7908800144853,0.05790967572894288,101.06
700.2466432332611,4.210779683603029,1131.2620516468671,-0.2673152407638179,102.36
337.3904179764296,7.682091510416686,1140.3994435602858,0.5181834554485104,104.53
541.8899292986719,5.738364570750852,1145.6232657873688,-0.2530205396577479,105.21
732.8317178469235,3.920563841997504,1144.6477438103414,-0.3167802788304704,105.04
653.5147502731504,4.676755734206229,1144.0596592340419,0.10823353526073931,104.89
453.3176227807792,6.610280241569289,1137.7460389928633,0.3063391107984856,103.54
539.0388482360106,5.788723547537936,1143.034263186119,-0.12428469959033313,104.34
361.0000920705347,7.5039331445078385,1139.9083524704483,0.33028928573163635,103.8
306.6231999942924,8.016004828058477,1157.842752685822,0.15062847148974623,106.19
420.84936370057176,6.953929851709994,1168.7445192519815,-0.13249430347532912,107.55
379.72567604859967,7.334211779322089,1172.8473378644903,0.09771593163493764,108.14
295.14238815923295,8.118697847670882,1170.5003900951074,0.2227484029248031,107.82
424.3314918092959,6.926696522241254,1175.0468608898032,-0.14682173764744705,108.38
386.70961869783173,7.26927413207065,1185.0213038818306,0.08866151543702142,109.82
360.8583679754184,7.4995337804398785,1202.8310255054034,0.06684925709751495,112.27
551.7414514787093,5.756309273560509,1182.057316933585,-0.2324443835996859,109.5
