Date,Price,Open,High,Low,Vol.,Change %
Jan 29 2021,1850.30,1845.60,1878.90,1841.20,276.17K,0.49%
Jan 28 2021,1841.20,1847.20,1867.00,1835.60,277.59K,-0.42%
Jan 27 2021,1848.90,1854.30,1855.70,1832.40,174.14K,-0.32%
Jan 26 2021,1854.80,1858.70,1864.50,1851.10,91.25K,-0.23%
Jan 25 2021,1859.00,1858.60,1870.90,1850.00,89.52K,0.15%
Jan 22 2021,1856.20,1870.10,1870.80,1836.30,249.72K,-0.52%
Jan 21 2021,1865.90,1871.00,1874.60,1857.50,196.94K,-0.03%
Jan 20 2021,1866.50,1839.90,1872.00,1831.10,274.40K,1.43%
Jan 19 2021,1840.20,1828.80,1845.00,1800.80,331.59K,0.20%
Jan 18 2021,1836.60,1809.65,1839.45,1809.65,-,1.48%
Jan 17 2021,1809.75,1826.80,1829.10,1803.60,-,-1.10%
Jan 15 2021,1829.90,1847.30,1856.60,1822.10,231.11K,-1.16%
Jan 14 2021,1851.40,1845.60,1857.60,1826.60,257.66K,-0.19%
Jan 13 2021,1854.90,1855.00,1863.00,1841.60,225.99K,0.58%
Jan 12 2021,1844.20,1845.40,1864.00,1835.80,240.66K,-0.36%
Jan 11 2021,1850.80,1849.40,1856.00,1817.10,268.36K,0.84%
Jan 08 2021,1835.40,1915.20,1918.40,1827.80,443.51K,-4.09%
Jan 07 2021,1913.60,1921.50,1929.60,1907.50,199.98K,0.26%
Jan 06 2021,1908.60,1952.80,1962.50,1902.60,366.61K,-2.34%
Jan 05 2021,1954.40,1946.00,1957.00,1938.40,201.95K,0.40%
Jan 04 2021,1946.60,1908.20,1948.70,1906.10,273.37K,2.37%
Jan 01 2021,1901.60,1901.60,1901.60,1901.60,-,0.34%
Dec 31 2020,1895.10,1899.00,1904.90,1889.10,130.63K,0.09%
Dec 30 2020,1893.40,1881.80,1899.00,1879.50,133.66K,0.56%
Dec 29 2020,1882.90,1878.00,1891.30,1875.60,149.27K,0.13%
Dec 28 2020,1880.40,1887.00,1904.10,1873.00,196.76K,-0.15%
Dec 24 2020,1883.20,1877.30,1887.40,1873.10,89.41K,0.27%
Dec 23 2020,1878.10,1865.60,1883.70,1860.90,162.54K,0.42%
Dec 22 2020,1870.30,1883.00,1889.40,1863.70,176.02K,-0.66%
Dec 21 2020,1882.80,1892.90,1912.00,1859.00,232.05K,-0.32%
Dec 18 2020,1888.90,1891.30,1895.70,1881.90,153.23K,-0.08%
Dec 17 2020,1890.40,1868.40,1902.00,1865.90,219.87K,1.68%
Dec 16 2020,1859.10,1857.70,1870.00,1848.20,199.68K,0.20%
Dec 15 2020,1855.30,1830.50,1859.30,1828.50,173.61K,1.27%
Dec 14 2020,1832.10,1845.00,1845.60,1820.00,168.49K,-0.62%
Dec 11 2020,1843.60,1840.00,1851.80,1826.80,153.80K,0.34%
Dec 10 2020,1837.40,1843.00,1854.20,1831.50,164.80K,-0.06%
Dec 09 2020,1838.50,1875.40,1875.90,1828.20,219.59K,-1.94%
Dec 08 2020,1874.90,1866.10,1879.80,1863.90,151.79K,0.48%
Dec 07 2020,1866.00,1841.10,1873.00,1824.80,209.04K,1.41%
Dec 04 2020,1840.00,1844.70,1852.70,1832.00,171.26K,-0.06%
Dec 03 2020,1841.10,1833.90,1847.40,1826.70,180.36K,0.60%
Dec 02 2020,1830.20,1819.10,1835.70,1810.50,185.32K,0.62%
Dec 01 2020,1818.90,1780.30,1821.10,1778.40,203.65K,2.13%
Nov 30 2020,1780.90,1790.80,1793.30,1767.20,242.73K,-0.40%
Nov 27 2020,1788.10,1812.10,1822.60,1776.50,282.35K,-1.05%
Nov 26 2020,1807.00,1806.25,1816.80,1804.20,-,-0.23%
Nov 25 2020,1811.20,1812.00,1821.70,1804.70,133.60K,0.02%
Nov 24 2020,1810.90,1842.60,1843.00,1803.70,126.76K,-1.46%
Nov 23 2020,1837.80,1869.80,1875.00,1828.00,319.66K,-1.85%
Nov 20 2020,1872.40,1864.80,1879.20,1859.10,186.17K,0.59%
Nov 19 2020,1861.50,1872.00,1872.60,1850.00,222.35K,-0.66%
Nov 18 2020,1873.90,1879.50,1884.20,1860.30,209.00K,-0.59%
Nov 17 2020,1885.10,1888.20,1892.70,1876.30,160.88K,-0.14%
Nov 16 2020,1887.80,1886.60,1898.00,1861.50,222.94K,0.08%
Nov 13 2020,1886.20,1875.60,1895.80,1872.10,162.54K,0.69%
Nov 12 2020,1873.30,1863.90,1883.00,1860.70,209.93K,0.63%
Nov 11 2020,1861.60,1876.10,1882.50,1853.90,215.17K,-0.79%
Nov 10 2020,1876.40,1864.10,1888.90,1858.90,264.87K,1.19%
Nov 09 2020,1854.40,1956.00,1966.10,1848.00,496.09K,-4.99%
Nov 06 2020,1951.70,1950.00,1961.80,1937.20,246.78K,0.25%
Nov 05 2020,1946.80,1903.40,1954.30,1902.20,297.51K,2.67%
Nov 04 2020,1896.20,1910.30,1917.90,1881.80,293.95K,-0.74%
Nov 03 2020,1910.40,1896.40,1912.20,1887.60,171.37K,0.95%
Nov 02 2020,1892.50,1877.00,1897.10,1873.30,164.94K,0.67%
Oct 30 2020,1879.90,1867.90,1890.90,1863.30,213.17K,0.64%
Oct 29 2020,1868.00,1877.50,1885.10,1859.20,225.16K,-0.60%
Oct 28 2020,1879.20,1909.80,1912.60,1869.10,297.09K,-1.71%
Oct 27 2020,1911.90,1904.40,1913.80,1898.70,153.30K,0.33%
Oct 26 2020,1905.70,1906.00,1911.10,1892.50,166.31K,0.03%
Oct 23 2020,1905.20,1906.50,1917.30,1895.20,172.96K,0.03%
